Start Time,End Time,Text,translated_text
136.68,141.76000000000002," They tried to frighten people to make them run, to have towns and villages empty, so","Sie versuchten, die Menschen zu schrecken, um sie laufen zu lassen,"
141.79999999999998,145.2, they can occupy these territories.,Sie können diese Gebiete besetzen.
145.2,149.88, Is it warfare or is it terrorism?,Ist es Krieg oder Terrorismus?
149.88,151.2, Definitely terrorism.,Auf jeden Fall Terrorismus.
151.2,158.12," The war is being waged using modern means, but from the moral and ethical point of view,","Der Krieg wird mit modernen Mitteln geführt, aber aus moralischer und eth"
158.12,161.6, it's the Middle Ages.,Es ist das Mittelalter.
161.6,169.12," Elena Zelenska is 44 years old, married 19 years to her husband, President Volodomir Zelensky.","Elena Zelenska ist 44 Jahre alt, 19 Jahre verheiratet mit ihrem"
169.12,175.20000000000002," Their names differ because in Slavic languages, surnames are often modified by gender.","Ihre Namen unterscheiden sich, weil in slawischen Sprachen die Nachnamen oft"
175.20000000000002,184.76," When we spoke to her husband in early April, he told us his wife and two children were","Als wir Anfang April mit ihrem Mann sprachen, sagte er uns, dass seine"
184.76,190.52," in hiding, but weeks later, he deployed his wife like a weapon.",", aber Wochen später setzte er seine Frau wie eine Waffe ein."
190.52,196.6," In May, she showed first lady Jill Biden, the war's homeless in Western Ukraine.","Im Mai zeigte sie der Ersten Lady Jill Biden, den Obdachlosen des"
196.6,207.32," From July, she came to Washington and became the first lady to address the U.S. Congress.","Ab Juli kam sie nach Washington und wurde die erste Frau, die sich an den Kongress der"
207.32,210.6," I'm asking for weapons, she said then.","Ich bitte um Waffen, sagte sie dann."
210.6,215.84," Weapons that would not be used to wage war on somebody else's land, but to protect","Waffen, die nicht dazu verwendet werden, Krieg auf dem Land eines anderen zu führen,"
215.84,221.8, one's home and the right to wake up alive in that home.,"- das eigene Zuhause und das Recht, in diesem Zuhause lebendig aufzuwachen."
221.8,228.2," When we met, we noticed what seemed like a weariness she was determined to ignore.","Als wir uns trafen, bemerkten wir, was wie eine Ermüdung"
228.2,234.16000000000005," It was the price of the path she'd chosen to meet her people, know their pain, and bear","Es war der Preis des Weges, den sie gewählt hatte, um ihr Volk zu treffen"
234.16000000000005,238.72000000000003, the weight of empathy.,die Last der Empathie.
238.72000000000003,243.16000000000005, We met a man in Buccia yesterday.,Wir haben gestern einen Mann in Buccia getroffen.
243.16000000000005,247.08, He and his family were fleeing the Russian invasion.,Er und seine Familie flohen vor der russischen Invasion.
247.08,251.04, The Russians opened fire on his car.,Die Russen öffneten das Feuer auf sein Auto.
251.04,257.72," His leg was destroyed, the car caught fire, and he watched his wife and children burn","Sein Bein wurde zerstört, das Auto entzün"
257.72,260.48, to death.,bis zum Tod.
260.48,269.08," I find it hard to express the enormity of what's happening, and I wonder how you express","Ich finde es schwierig, das Ausmaß dessen, was passiert, zu be"
269.08,273.12, the suffering of your people.,das Leid Ihres Volkes.
273.12,275.92, I feel like a part of these people.,Ich fühle mich wie ein Teil dieser Leute.
275.92,279.92, I feel as if this is my pain.,Ich fühle mich wie ob dies mein Schmerz ist.
279.92,284.44," The stories are terrifying, and we try to somehow help the survivors.","Die Geschichten sind erschreckend, und wir versuchen, irgendwie den Überleben"
284.44,287.84000000000003, You just told me this man in Buccia had lost his leg.,"Sie haben mir gerade gesagt, dieser Mann in Buccia hatte sein Bein verloren."
287.84000000000003,293.92," Well, a girl Sasha lost her arm.","Nun, ein Mädchen Sasha verloren ihren Arm."
293.92,295.64000000000004, Now she's in the United States.,Jetzt ist sie in den Vereinigten Staaten.
295.64000000000004,301.72," I started a program with the Ukraine House in Washington, and with many American philanthropists",Ich habe ein Programm mit dem Ukraine House in Washington und mit vielen amerikanischen Philan
301.72,308.76," and American doctors and hospitals, we found an opportunity to give the girl an artificial","und amerikanischen rzten und Krankenhäusern, haben wir eine Gelegenheit gefunden,"
308.76,317.48, prosthesis.,Prothese.
317.48,322.48," But every time she looks at her hands, she will see what she has lost.","Aber jedes Mal, wenn sie sich ihre Hände ansieht, wird sie sehen,"
322.48,328.28, Sasha will always see what she lost in this war.,"Sasha wird immer sehen, was sie in diesem Krieg verloren hat."
328.28,333.56, The world has watched as Ukraine has lost entire cities.,"Die Welt hat zugesehen, wie die Ukraine ganze Städte verloren hat."
333.56,338.16, Nearly 500 hospitals and clinics have been hit.,Fast 500 Krankenhäuser und Kliniken sind betroffen.
338.16,340.6, Schools are devastated.,Schulen sind verwüstet.
340.6,346.32000000000005, Mrs. Zelenska told us about 150 schools simply do not exist.,"Frau Zelenska hat uns gesagt, dass es rund 150 Schulen"
346.32000000000005,349.88000000000005, About 900 schools have been damaged.,Etwa 900 Schulen wurden beschädigt.
349.88000000000005,355.8," We saw what she means in Cherneheave, about three hours north of Kiev.","Wir haben gesehen, was sie meint, in Cherneheave, etwa"
355.8,363.0, Public school 21 was used as a shelter when a Russian bomb struck.,"Die ffentliche Schule 21 wurde als Unterkünfte genutzt, als"
363.0,366.72, We asked some of those who were there to join us.,"Wir baten einige derjenigen, die da waren, uns beizutreten."
366.72,370.3200000000001, Why would the Russians bomb a school?,Warum würden die Russen eine Schule bombardieren?
370.3200000000001,376.52," In a lab chinko, the school principal told us, I thought it was a safe place for all","In einem Labor chinko, sagte uns der Schulleiter, ich dachte,"
376.52,378.0, of us.,von uns.
378.0,382.6, We even wrote the word children on the windows.,Wir haben sogar das Wort Kinder auf den Fenstern geschrieben.
382.6,388.24," This is principal lab chinko, who lost vision in one eye.","Dies ist der Hauptlaborchinko, der die Sehkraft in einem Auge verloren"
388.24,392.28, Natalia Horbach was sheltering with her two boys.,Natalia Horbach wohnte mit ihren beiden Jungen.
392.28,394.92, My face and my ear were injured.,Mein Gesicht und mein Ohr waren verletzt.
394.92,398.6, My head and my right arm were cut with some fragments.,Mein Kopf und mein rechter Arm wurden mit einigen Fragmenten zerschnitt
398.6,404.52, A man came over and helped me up and took me to a car that drove us to the hospital.,"Ein Mann kam über und half mir auf und brachte mich zu einem Auto, das uns zum Krankenhaus"
404.52,412.28," When he helped me stand up, I asked him about the...","Als er mir half, aufstehen, fragte ich ihn nach der..."
412.28,420.32, She couldn't quite say the word children.,Sie konnte das Wort Kinder nicht ganz sagen.
420.32,427.32, My grandson's heart was still beating.,Das Herz meines Enkels blühte noch.
427.32,432.32, They were giving him medical assistance.,Sie gaben ihm medizinische Hilfe.
432.32,437.32, But a lot of time was lost and he died in the ambulance near the house.,Aber es hat viel Zeit verloren und er starb im Krankenwagen in der
437.32,446.32," My granddaughter, Perfiance, my daughter's husband and my mother were found dead in the rubble.","Meine Enkelin Perfiance, der Mann meiner Tochter und meine Mutter wurden in den Tr"
446.32,453.32, Public school 21 in Chernehyve had 850 students.,Die ffentliche Schule 21 in Chernehyve hat 850 Schüler
453.32,460.32, How are you educating the children of Ukraine today?,Wie erziehest du heute die Kinder der Ukraine?
460.32,468.32, Around 3500 schools will operate online only because schools cannot receive students,"Rund 3500 Schulen werden nur online arbeiten, weil sie keine Schüler aufnehmen können."
468.32,472.32, and because their parents are afraid to send their children to school.,"und weil ihre Eltern Angst haben, ihre Kinder zur Schule zu schicken."
472.32,482.32, Ukraine's children went to school this year and the first thing they learned,"Die Kinder der Ukraine gingen in diesem Jahr zur Schule und das erste, was sie gelernt"
482.32,491.32," is where the bomb shelter is, how to get there and what to do in case of missile strikes.","ist, wo sich der Bombenschutz befindet, wie man dorthin gelangt und was"
491.32,498.32," We will fight, we will not give our children up.","Wir werden kämpfen, wir werden unsere Kinder nicht aufgeben."
499.32,507.32, I don't know how we can forgive this. I don't think we will.,"Ich weiß nicht, wie wir das verzeihen können, ich glaube nicht, dass"
507.32,512.3199999999999," After the Russians severed communications with the occupied territories,",Nachdem die Russen die Kommunikation mit den besetzten Gebieten zer
512.3199999999999,519.3199999999999, Ukrainians dropped messages in the knee-prow river with the current and against the chance,Ukrainen ließen Nachrichten in den Knie-Prowl mit der St
519.3199999999999,524.3199999999999, they would reach those behind the new iron curtain.,Sie würden diejenigen hinter dem neuen Eisernen Vorhang erreichen.
524.32,530.32, We really hope that our love letters were received by someone there and that they hear us.,"Wir hoffen wirklich, dass unsere Liebesbriefe von jemandem dort emp"
530.32,533.32, I truly hope our people will endure.,"Ich hoffe wirklich, dass unser Volk es ertragen wird."
533.32,537.32, We will never give up our people.,Wir werden niemals auf unsere Menschen verzichten.
537.32,544.32," And by the way, there's this idea of giving up territory and some kind of negotiation.","Und übrigens gibt es diese Idee, auf Territorium zu verzichten und eine Art"
544.32,551.32, Our people are there. We will never betray them.,"Unsere Leute sind da, wir werden sie niemals verraten."
552.32,558.32, That is not negotiable in the view of your government.,Das ist nach Ansicht Ihrer Regierung nicht verhandelbar.
558.32,564.32," I really don't want to express political opinions, that's not my role.","Ich will wirklich keine politischen Meinungen äußern, das ist nicht meine Rolle."
564.32,569.32, But imagine a situation where you've been attacked by bandits.,"Aber stellen Sie sich eine Situation vor, in der Sie von Banditen angegriffen"
569.32,574.32," They're threatening you, killing your children.","Sie bedrohen dich, töten deine Kinder."
575.32,580.32, And someone suggests maybe it would be better to negotiate.,"Und jemand schlägt vor, es wäre vielleicht besser zu verhandeln."
580.32,588.32, That is impossible now. This is just my opinion as a citizen of Ukraine.,"Das ist jetzt unmöglich, das ist nur meine Meinung als Bürgerin der Ukraine."
588.32,592.32, Olena Zelenska dated her future husband in college.,Olena Zelenska hat ihren zukünftigen Mann während des College
592.32,598.32, She became a writer on Zelensky's comedy shows.,Sie wurde Autorin bei Zelenskys Comedy-Shows.
598.32,605.32," In a sitcom called Servant of the People, he played a teacher who was elected president of Ukraine.",In einem Sitcom namens Servant of the People spielte er einen Lehrer
605.32,613.32, He turned parody into power in 2019 when he actually ran and won 73% of the vote.,"Er hat die Parodie in die Macht gebracht, als er sich im"
613.32,618.32, The Zelenskies have an 18-year-old daughter and nine-year-old son.,Die Zelenskies haben eine 18-jährige Tochter und einen neunjährigen Sohn
618.32,622.32, Are you stronger than you thought you were?,Sind Sie stärker als Sie dachten?
622.32,627.32, Everyone has become stronger.,Jeder ist stärker geworden.
627.32,630.32, I'm not unique. You survive.,"Ich bin nicht einzigartig, du überlebtst."
630.32,635.32, You survive and going through trials you automatically become stronger.,Du überlebt und durch die Prüfungen kommst automatisch stärker.
635.32,640.32," So yes, we're getting stronger but will that help us?","Also ja, wir werden stärker, aber wird das uns helfen?"
640.32,642.32, I hope so.,Ich hoffe das.
642.32,646.32," Madam First Lady, may I show you some photographs from the United States?","Frau First Lady, darf ich Ihnen einige Fotos aus den Vereinigten Staaten zeigen?"
646.32,652.32, This is a picture I took on Fifth Avenue in New York.,"Dies ist ein Bild, das ich auf der Fifth Avenue in New York gemacht habe."
652.32,658.32, This is San Francisco.,Dies ist San Francisco.
658.32,664.32, This is a home in the state of Florida.,Dieses Haus befindet sich im Bundesstaat Florida.
664.32,666.32, It's wonderful.,Es ist wunderbar.
666.32,672.32, This is a bumper sticker where I buy my groceries.,"Dies ist ein Sticker, wo ich meine Lebensmittel kaufen."
672.32,677.32, I took this picture on the east side of Manhattan.,Ich habe dieses Bild auf der Ostseite von Manhattan gemacht.
677.32,682.32," This is a baseball game in Denver, Colorado.","Dies ist ein Baseballspiel in Denver, Colorado."
682.32,689.32, And this is from Florida as well.,Und das ist auch aus Florida.
689.32,694.32, What do you say to the American people?,Was sagen Sie dem amerikanischen Volk?
694.32,699.32, I can say I really feel the support.,"Ich kann sagen, ich fühle mich wirklich die Unterstützung."
699.32,704.32," When I was in Washington, I was handed a short letter written by a guy named Hector.","Als ich in Washington war, wurde mir ein kurzes Schreiben eines Typs namen"
704.32,707.32, He's a teenager 14 years old.,Er ist ein Teenager 14 Jahre alt.
707.32,710.32, He wrote me a short letter with words of support.,Er hat mir einen kurzen Brief mit Worten der Unterstützung geschrieben.
710.32,716.32," By the way, if possible and Hector sees this program, I would like to tell him.","Übrigens, wenn möglich und Hector sieht dieses Programm, möchte ich ihm sagen"
716.32,720.32," The Hector, I remember it.","Der Hector, ich erinnere mich daran."
720.32,730.32, I took your letter with me to Ukraine and it was charming and it was extremely touching.,Ich habe Ihren Brief mit mir in die Ukraine genommen und es war charmant
730.32,739.32, So it seems to me that normal people understand what evil is and that the attacker is evil.,"Ich habe den Eindruck, dass normale Menschen verstehen, was Böse ist und dass der An"
739.32,744.32," That it is normal to defend your country, your children, your homes.","Es ist normal, Ihr Land, Ihre Kinder, Ihre Häuser zu verteidigen."
744.32,749.32, I'm sure that Americans themselves are like that.,"Ich bin sicher, dass die Amerikaner selbst so sind."
749.32,754.32, What does the future hold?,Was hält die Zukunft?
754.32,757.32, We are dreaming about this.,Wir träumen davon.
757.32,762.32, In the past few months we've seen the human being is the center of everything.,"In den letzten Monaten haben wir gesehen, dass der Mensch das Zentrum von allem"
762.32,766.32, This is what makes us different from the aggressor.,"Das ist es, was uns vom Aggressor unterscheidet."
766.32,769.32, They don't count their dead.,Sie zählen ihre Toten nicht.
769.32,778.32, We count every person who died and we want everyone still alive to feel confident and to have opportunities to grow.,"Wir zählen alle Menschen, die gestorben sind, und wir wollen, dass sich jeder"
778.32,782.32, That's what we dream about.,Daran träumen wir.
782.32,787.32, We want to see our country in the future.,Wir wollen unser Land in der Zukunft sehen.
