Start Time,End Time,Text,translated_text
126.08,131.88, They're the party that says government doesn't work and then they get elected and proven.,"Sie sind die Partei, die sagt, dass Regierung nicht funktioniert, und dann werden sie gewählt und"
131.88,135.8," O'Rourke was born in 1947, the height of the baby boom.","O'Rourke wurde 1947 geboren, auf dem Höhepunkt des Babybooms."
135.8,138.44," He grew up in suburban Toledo, Ohio.","Er wuchs in Toledo, Ohio, einem Vorort."
138.44,140.28, His father was a Buick dealer.,Sein Vater war ein Buick Händler.
140.28,143.72, It was a typical conservative Midwestern childhood.,Es war eine typische konservative Kindheit im Mittelwesten.
143.72,148.60000000000002," And like many of his generation, in college, he underwent a temporary conversion to the","Und wie viele seiner Generation, er studierte er vorübergehend an der"
148.60000000000002,149.76000000000002, counter culture.,Gegenkultur.
149.76000000000002,152.84, He says now because he thought it would improve his social life.,"Er sagt jetzt, weil er dachte, es würde sein soziales Leben verbessern"
152.84,154.24, You were a hippie.,Du warst ein Hippie.
154.24,155.76000000000002, You were a child of the 60s.,Du bist ein Kind der 60er Jahre.
155.76000000000002,156.76000000000002, You were a hippie.,Du warst ein Hippie.
156.76000000000002,157.76000000000002, Yeah.,Yeah.
157.76000000000002,158.76000000000002, Yeah.,Yeah.
158.76000000000002,159.76000000000002, I was.,Ich war.
159.76000000000002,165.44," When it came to letting go of bourgeois proprieties, I let go with both hands.","Als es darum ging, die bürgerlichen Rechte loszuwerden,"
165.44,169.36, It's definitely up to my neck and neck.,Es ist definitiv meiner Hals und Hals.
169.36,172.96, You tried all of the aspects of the life stuff.,Du hast alle Aspekte des Lebens versucht.
172.96,173.96, Lots of drugs.,Viele Drogen.
173.96,174.96, Lots of screaming about capitalism.,Viele Schreie über Kapitalismus.
174.96,176.84," You know, lots of protesting against the war in Vietnam.","Sie wissen, viele Proteste gegen den Krieg in Vietnam."
176.84,177.84, What you think about it was very self-serving.,"Was Sie denken, war sehr egoistisch."
177.84,180.0, And we're trying to send meat to the war in Vietnam.,"Und wir versuchen, Fleisch in den Krieg in Vietnam zu schicken."
180.0,182.12," I mean, so of course I was against it.","Ich meine, also war ich natürlich dagegen."
182.12,186.6," But sex drugs and rock and roll didn't stop O'Rourke from earning a degree, winning a",Aber Sexdrogen und Rock & Roll hielten O'Rourke
186.6,192.28," scholarship to graduate school at Johns Hopkins, and starting an underground newspaper in Baltimore",Stipendien für die Universität Johns Hopkins und die Gründung einer Untergrundzeitung
192.28,194.16, called Harry.,rief Harry.
194.16,198.68," When he realized there was no future in the revolution, he headed off to New York City","Als er erkannte, dass die Revolution keine Zukunft hatte, zog er nach"
198.68,203.48," and the National Lampoon, where he quickly discovered that subversive humor fetched",Während der ersten zehn Jahre des 20. Jahrhunderts arbeitete er als
203.48,207.0, a far better paycheck than subversive politics.,ein viel besseres Lohnniveau als subversive Politik.
207.0,212.76," By the time he was 31, O'Rourke was editor in chief of the lampoon, running a multi-million","Als er 31 Jahre alt war, war O'Rourke Chefredakteur der"
212.76,218.16," dollar enterprise turning out a slick, glossy monthly collection of sophomore and humor",- - - - - - - - -
218.16,221.56," about breasts, buttocks, and ethnic attributes.",аа оас оас
221.56,223.56, Read me about the Australians.,Lesen Sie mich über die Australier.
223.56,224.56, Yes.,Ja.
224.56,229.44," Racial characteristics, violently loud, alcoholic rough necks, whose idea of fun is to throw","Rassische Merkmale, gewalttätige Lautstärke, alko"
229.44,230.44, up on your car.,Auf Ihrem Auto.
230.44,231.44, Yeah.,Yeah.
231.44,233.16, Never go to Australia again.,Nehmen Sie nie wieder nach Australien.
233.16,234.76, You couldn't write this anymore.,Du konntest das nicht mehr schreiben.
234.76,235.76, Nah.,Nah.
235.76,237.36, I'm all grown up.,Ich bin voll erwachsen.
237.36,241.36, The complete freedom from ever worrying about offending anybody.,"Die völlige Freiheit, sich niemals Gedanken darüber zu machen, jemanden zu be"
241.36,245.48," I think there's probably the nicest thing about the National Lampoon, because if it ever","Ich denke, es ist wahrscheinlich das Schönste an der National Lampoon"
245.48,251.2," crept into your mind that this might offend somebody, the natural and immediate response","hat sich in Ihren Köpfen eingeschlichen, dass dies jemanden be"
251.2,254.2," to the sustained lampooner was, yes.","zu dem anhaltenden Lamponier war, ja."
254.2,257.04, That's a fabulous idea.,Das ist eine fantastische Idee.
257.04,259.52, Let's do two of them.,Lassen Sie uns zwei davon tun.
259.52,260.84, Everything was a target.,Alles war ein Ziel.
260.84,261.84, Everything was a target.,Alles war ein Ziel.
261.84,266.76," God, we had, it was so much fun at the National Lampoon because it was truly an adolescent","Gott, wir hatten, es war so viel Spaß in der National Lampoon,"
266.76,267.92, stream.,stream.
267.92,269.52, So then you went to work for Rolling Stone.,Also gegangen Sie zu arbeiten für Rolling Stone.
269.52,271.52," Then I went to work for Rolling Stone, right?","Dann ging ich zu arbeiten für Rolling Stone, nicht wahr?"
271.52,275.28, I moved right up to a stairway of respectability.,Ich habe mich direkt auf eine Treppe der Respektabilität bewegt.
276.28,281.0," Really solid old, respectable middle class, that's an institution.","Sehr solide alte, respektable Mittelschicht, das ist eine Institution."
281.0,282.4, Rolling Stone.,Rolling Stone.
282.4,287.6," That was 13 years ago, and he's still there, using the same subversive sense of humor he","Das war vor 13 Jahren, und er ist immer noch da, mit dem gleichen sub"
287.6,291.84, developed at the Lampoon to report on serious events.,"entwickelte sich bei der Lampoon, um über schwerwiegende Ereignisse zu"
291.84,297.2," He's become the Rock Magazine's reactionary, combining the literary flair of Hunter Thompson","Er ist der reaktionäre Rock-Magazinsteller geworden, indem er das"
297.2,301.04, with the ideology and habbitashery of George Will.,mit der Ideologie und Geschicklichkeit von George Will.
301.04,305.52000000000004," He holds the impressive title, Foreign Affairs Desk Chief, which he says looks great on","Er hält den beeindruckenden Titel Foreign Affairs Desk Chief, den er, so"
305.52000000000004,306.92, the mast head.,Der Mastkopf ist ebenfalls störend.
306.92,313.36, But there is no Foreign Affairs Desk at Rolling Stone in O'Rourke never goes to the office.,Aber es gibt keinen Außendienst bei Rolling Stone in O'Rourke
313.36,317.6, Most of the time he operates out of the trunk of a rental car and some godforsaken part,Meist arbeitet er aus dem Kofferraum eines Mietwagens und irgende
317.6,323.56," of the world, nursing an inherently weak constitution with bottles of Pepto Bismol.","- es ist ein großer Erfolg, dass er sich mit seinen"
323.56,328.44," We caught up with him and his ever-present cigar last summer in Southern Mexico, where",Wir haben ihn und seine immer präsente Zigarre im letzten Sommer in Südme
328.44,331.16, he was covering that country's national elections.,er berichtete über die nationalen Wahlen in diesem Land.
331.16,335.0," OK, they've got one political party that steals every election.","OK, es gibt eine politische Partei, die jede Wahl stehlen."
335.0,337.72, We've got two political parties that steal every election.,"Wir haben zwei politische Parteien, die jede Wahl stehlen."
337.72,340.2, Now does that make us twice as good or twice as bad?,Ist das nun doppelt so gut oder doppelt so schlecht?
340.2,341.8, It definitely makes us similar.,Es macht uns definitiv ähnlich.
341.8,346.28, O'Rourke's first rule of journalism stay away from people in power.,O'Rourke's erste Regel des Journalismus fernab von Leuten
346.28,349.52, The reason is fundamentally that they lie.,"Der Grund dafür ist im Wesentlichen, dass sie lügen."
349.52,350.6, They lie.,Sie lügen.
350.6,355.4, A highly placed government official did not get to be in a position of power and importance,"Ein hochrangiger Regierungsbeamter hat es nicht geschafft, in"
355.4,359.52, by being stupid enough to tell the truth to the newspaper reporters.,", indem man dumm genug ist, den Zeitungsreportern die Wahrheit zu"
359.52,363.08, Instead O'Rourke relies on observation and attitude.,O'Rourke setzt stattdessen auf Beobachtung und Einstellung.
363.08,369.0," He is the star of his own stories, the misadventures of an innocent abroad in strange lands.","Er ist der Star seiner eigenen Geschichten, die Missereignisse eines un"
369.0,374.76, Foreign correspondent loses his patience and his wallet.,Foreign correspondent verliert seine Geduld und seine Geldbörse.
374.76,380.96," What he does, he says, is take a very conventional middle-aged, midwestern sensibility to some very","Er sagt, er nehme eine sehr konventionelle mittelalterliche,"
380.96,382.44, peculiar places.,eigenartige Orte.
382.44,387.88," From the fall of communism, a huge totalitarian system has been brought to its knees because",Seit dem Fall des Kommunismus wurde ein riesiges totalitäres System in
387.88,391.0, nobody wants to wear Bulgarian shoes.,Niemand will bulgarische Schuhe tragen.
391.0,396.36," From the Gulf War, not only is this the first live televised war, it's also the first","Der Golfkrieg ist nicht nur der erste live übertragene Krieg, sondern auch der erste"
396.36,399.56, war covered by sober journalists.,Krieg von nüchternen Journalisten.
399.56,405.28," When his home, P.J. O'Rourke leads a disciplined life, writing a steady 1,000 words a day.","Wenn er zu Hause ist, führt P.J. O'Rourke ein dis"
405.28,410.92," He cultivates the literary persona of a cigar smoking, hard drinking, fast driving, womanizing","Er kultiviert die literarische Persona eines Zigarrenrauchens,"
410.92,414.52, martini guzzling slub.,"Sehr freundliches Personal, sehr freundliches und hilfsbereite"
414.52,420.0," But in fact, he lives in a New Hampshire farmhouse that could have been decorated by Martha Stewart.","Aber tatsächlich lebt er in einem Bauernhaus in New Hampshire, das von Martha Stewart"
420.0,424.84," In his life, there is almost bucolic, more barbecues than bar room brawls.","In seinem Leben ist es fast bucolic, mehr Grills als Bar-"
424.84,428.28, You never go away hungry and you never go away sober.,Man geht niemals hungrig und man geht niemals nüchtern.
428.28,433.88," That persona, which was sort of developed at the National Ampune, was when I was 30, it","Diese Persona, die sich beim Nationalen Ampune irgendwie entwickelt hat, war"
433.88,435.2000000000001, was an exaggeration.,- es war eine Übertreibung.
435.2000000000001,439.84," Now that I'm 47, it is what we technically call a lie.","Jetzt, da ich 47 bin, ist es, was wir technisch nennen eine"
439.84,443.28," I do drink, but that's probably about the end of it.","Ich trinke, aber das ist wahrscheinlich das Ende."
443.28,447.04, What's the difference between your persona and the real P.J. O'Rourke?,Was ist der Unterschied zwischen eurer Persona und dem echten P.J.
447.04,449.6," The persona is louder and dumber, you know, it's basically what I'm saying.","Das Persona ist lauter und düsterer, Sie wissen, es"
449.6,453.16, I use myself as a clown figure in the work.,Ich benutze mich in der Arbeit als Clown.
453.16,456.76," It's nice to have somebody in the story that you know is not going to sue you, that you","Es ist schön, jemanden in der Geschichte zu haben, von dem man weiß, dass"
456.76,460.32, can say absolutely anything about it and you can make them do any foolish thing and have,"kann absolut alles darüber sagen und du kannst sie dazu bringen, irgendetwas Dumm"
460.32,464.92, any ridiculous opinion and they will never ever sue you.,jedes lächerliche Urteil und sie werden niemals klagen.
464.92,469.32," If you've got a great funny line that's come and just popped into your head, it's not","Wenn du eine tolle lustige Zeile hast, die gekommen ist und nur in"
469.32,471.68," quite right, but it's a great laugh.","recht, aber es ist ein großer Lachen."
471.68,472.68, What do you do?,Was tun Sie?
472.68,473.68, You use it.,Du nutzt es.
473.68,479.6, I use it of course because that's the rule one is to entertain and if the line is off,"Ich nutze es natürlich, weil dies die Regel ist, die man unter"
479.6,483.16," the mark, then I'll use the next sentence to explain well, that's not really quite true.","die Marke, dann werde ich den nächsten Satz zu erklären, gut, das ist"
483.16,486.96," You know, you can always back off a joke, you know.","Sie wissen, man kann immer einen Witz zurückhalten, wissen Sie."
486.96,488.4, That's a nice thing about jokes incidentally.,Das ist übrigens ein schöner Scherz.
488.4,490.4, You can't back off a serious statement.,Man kann sich nicht von einer seriösen Aussage abwenden.
490.4,495.88, The story will continue after this.,Die Geschichte wird nach dieser Zeit fortgesetzt.
495.88,500.6," In his latest book, All the Trouble in the World, he goes after environmentalist, population","In seinem letzten Buch, All the Trouble in the World, wendet er"
500.6,505.16, planners and others whom he calls professional warriors and winers.,"Planer und andere, die er als professionelle Krieger und Winner bezeichnet."
505.16,510.44," Among other things, he hates repressed memory syndrome, multiculturalism, Berkeley, California",Unter anderem hasst er das unterdrückte Gedächtniss
510.44,512.16, and Al Gore.,und Al Gore.
512.16,516.48," He's willing to offend almost everyone, even advocates for the handicap.","Er ist bereit, fast jeden zu beleidigen, sogar für die Behinderung."
516.48,521.2, He calls them compassion fascists and he says they've been at work building a ramp at,"Er nennt sie Mitgefühlsfaschisten und sagt, dass sie daran arbeiten"
521.2,524.28," the post office in Peterborough, New Hampshire.","die Post in Peterborough, New Hampshire."
524.28,529.4399999999999," This wheelchair ramp in front of the post office, this was required by the Americans with","Diese Rollstuhl-Rampe vor der Post, die von den Amerikanern"
529.4399999999999,535.56, Disabilities Act and this is a long and fairly steep and fairly narrow ramp.,Behindertengesetz und dies ist eine lange und ziemlich steile und relativ
535.56,540.9599999999999, I think basically you'd have to be a special Olympics athlete to get your wheelchair up,"Ich denke, man müsste im Grunde ein spezieller Olympiasportler sein, um"
540.9599999999999,541.9599999999999, this thing.,"Sehr freundliches Personal, sehr gutes Frühstücksbuffet, sehr"
541.9599999999999,546.36, A work says there's a more convenient ramp at the post office's back door.,"Ein Werk sagt, es gibt eine bequemere Rampe an der hinteren Tür"
546.36,550.0799999999999, It's been there since the 1930s and it's worked just fine.,Es gibt sie seit den 1930er Jahren und sie funktionierte sehr gut.
550.08,553.62," According to the Americans with Disabilities Act, that's not good enough because that","Das ist nach dem Americans with Disabilities Act nicht gut genug, weil das"
553.62,558.08, treats people with disabilities differently than the rest of us are treated and so there,"Menschen mit Behinderungen werden anders behandelt als der Rest von uns, und deshalb gibt"
558.08,560.0400000000001, has to be a ramp in the front.,hat eine Rampe in der Vorderseite.
560.0400000000001,562.84, And the only thing it's used for is kids on skateboards.,"Und das einzige, was es für die Kinder auf Skateboards verwendet wird."
562.84,567.5200000000001, The advocates would seem to have the law and some would argue logic on their side.,"Die Befürworter scheinen das Gesetz zu haben, und einige würden die"
567.5200000000001,570.24," Oh, you can have logic on your side, no problem.","Oh, man kann Logik auf seiner Seite haben, kein Problem."
570.24,575.08, What I'm saying is they don't have common sense on their side and a lot of human life should,"Ich sage, dass sie keinen gesunden Menschenverstand haben und dass viele Menschen"
575.08,580.84," be guided, most of human life should be guided by common sense and not by legal quibbling.","geleitet werden, sollte sich das meiste menschliche Leben von gesundem Menschenverstand und nicht"
580.84,582.5600000000001, That seems like a really hard approach.,Das scheint mir ein wirklich schwieriger Ansatz zu sein.
582.5600000000001,586.88," I mean, to go after the Disabilities Act, American Disabilities Act.","Ich meine, nach dem Disabilities Act, American Disabilities Act."
586.88,591.84," I mean, that seems like a hard-less, positioned, totally devoid of humanity.","Ich meine, das scheint wie eine harte, positioniert, völlig demütig von"
591.84,596.88, How could anybody possibly be against good things for the disabled?,Wie kann jemand gegen gute Dinge für Behinderte sein?
596.88,600.2," How could anybody take such a rotten, awful position as that?","Wie kann jemand eine solch faule, schreckliche Position"
600.2,602.72," Well, I can and it's for this reason.","Nun, ich kann und es ist aus diesem Grund."
602.72,608.1600000000001, Is that the purpose of this law was to make George Bush feel good and to make Congress,"Ist das Ziel dieses Gesetzes war, George Bush zu fühlen und den"
608.1600000000001,611.12, people feel good and to a certain extent I suppose make voters feel good.,"Menschen fühlen sich gut und in gewissem Maße, so meine ich, machen"
611.12,613.12, This ramp doesn't help anybody with disabilities.,Diese Rampe hilft niemandem mit Behinderungen.
613.12,614.6800000000001, There already was a ramp.,Es gab bereits eine Rampe.
614.6800000000001,617.0400000000001, Nobody with disabilities is using this ramp.,Niemand mit Behinderungen benutzt diese Rampe.
617.0400000000001,618.0400000000001, This ramp is there.,Diese Rampe ist da.
618.0400000000001,624.4000000000001," It's a $100,000 monument to patting oneself upon the back.","Es ist ein 100 000 Dollar Denkmal, um sich selbst auf den Rücken zu k"
624.4000000000001,628.84," Some of his friends, say O'Rourke, is a lot more sophisticated than he lets on.","Einige seiner Freunde, sagen O'Rourke, sind viel raffinierter"
628.84,631.72, He writes for effect and for sales.,Er schreibt für Wirkung und für den Verkauf.
631.72,633.76, You really believe everything you write?,"Du glaubest wirklich alles, was du schreibst?"
633.76,635.84," Ooh, good question.","Ooh, gute Frage."
635.84,639.08, Of course not.,Natürlich nicht.
639.08,646.76," But I think that there's some root, some seeds of kernel in there of something that I believe.","Aber ich denke, dass es einige Wurzeln, einige Samen von Kern"
646.76,647.76, I'm humorous.,Ich bin humorvoll.
647.76,648.76, Do I exaggerate for effect?,Übertreibe ich zwecks Wirkung?
648.76,650.76, Of course I exaggerate for effect.,Natürlich übertreibe ich wegen der Wirkung.
650.76,653.4000000000001, Some people have said it and I know you've probably read it.,"Einige Leute haben es gesagt und ich weiß, Sie haben es"
653.4000000000001,656.84, P.J.'s very calculated.,P.J.'s very calculated.
656.84,661.6800000000001, Go back and look at him when he was writing for Harry and he was a hippie.,"Gehen Sie zurück und schauen Sie sich ihn an, als er für Harry schrieb"
661.6800000000001,664.2800000000001, Then he turns up at the National Ampune as an editor.,Dann tritt er als Redakteur bei der National Ampune auf.
664.2800000000001,668.64," Then he goes to work for Rolling Stone, a politically liberal publication.","Dann wechselt er zu Rolling Stone, einer politisch liberalen Veröffentlichung."
668.64,674.6800000000001," And now when it's become fashionable to be conservative and right wing, what you're doing is becoming","Und jetzt, da es in Mode ist, konservativ und rechts zu sein,"
674.6800000000001,679.0400000000001, a conservative commentator that really you're an opportunist.,a conservative commentator that really you're an opportunist.
679.0400000000001,680.0400000000001, Definitely.,Auf jeden Fall.
680.0400000000001,681.12," You know, there's no doubt about that.","Sie wissen, daran besteht kein Zweifel."
681.12,684.1600000000001, I am a very ambitious person.,Ich bin ein sehr ehrgeiziger Mensch.
684.16,686.36, But I was a hippie when it was fun to be hippie.,"Aber ich war Hippie, als es Spaß machte, Hippie zu sein"
686.36,689.6, It would have been very stupid to have been a hippie in the 50s.,"Es wäre sehr dumm gewesen, in den 50er Jahren Hippie zu sein."
689.6,692.28, And even stupider to be one in the 80s.,"Und noch dummer, in den 80er Jahren zu sein."
692.28,696.04," But the end of the 60s, beginning of the 70s, it was a great time to be a hippie.","Aber Ende der 60er Jahre, Anfang der 70er Jahre, war es eine groß"
696.04,698.0799999999999, But definitely I'm not an artist.,Aber definitiv bin ich kein Künstler.
698.0799999999999,702.68, I'm a journalist and I like to get stuff published.,"Ich bin Journalist und ich mag es, Dinge zu veröffentlichen."
702.68,708.9599999999999, I like to make money and I like to get a lot of readers if I possibly can.,"Ich mag Geld verdienen und ich mag eine Menge Leser, wenn ich kann."
708.9599999999999,711.3199999999999," So, have I changed with the times?",Habe ich mich also mit der Zeit verändert?
711.32,714.12," Well, God, what a strange person I would be if I hadn't.","Nun, Gott, was für eine seltsame Person wäre ich, wenn"
