Start Time,End Time,Text,translated_text
168.64,174.92," known as the CCP. Even outside China, descent does not go over well. Do you feel","- hnlich wie bei der chinesischen Bevölkerung, hat die Absta"
174.92,181.08," in danger? Do you feel unsafe? Well, this is actually my daily routine that I","ich fühle mich in Gefahr, fühle mich unsicher?"
181.08,185.44," would receive death threats in a daily based online on my social media Twitter,",würde Todesdrohungen in einer täglichen Online-basierten auf meinen
185.44,191.2," Instagram, direct message. Body It's Owl knows that as an artist poking the","Body It's Owl weiß, dass als Künstler, die die ffentlichkeit kn"
191.2,196.8," Chinese regime, he risks retaliation, both against himself and his family back in","Chinas Regime, er riskiert Vergeltungsmaßnahmen, sowohl gegen sich"
196.8,201.76," China. For years, he hid behind a mask in public, working in Cognito,","Seit Jahren versteckt er sich hinter einer Maske in der ffentlichkeit,"
201.76,206.9," guerrilla style, both in Australia and anytime he traveled. He adopted a",Während seiner ersten Reisen in Australien arbeitete er als Guerilla
206.9,212.68," pseudonym, Spadiet's Owl, a name that purposely he says has no meaning. How many","- Pseudonym, Spadiet's Owl, ein Name,"
212.68,217.28," people know your real name? If you know I'm body of style, then you don't know my", -
217.28,221.88," real name. And if you know my real name, then you don't know I'm body of style. When","Wenn du meinen wahren Namen kennst, dann weißst du nicht,"
221.88,226.76," the Chinese figured out his real identity three years ago, body of style initially","die Chinesen erkannte seine wahre Identität vor drei Jahren, Körper des Stil"
226.76,231.8," went underground, but he took off his mask and has continued hurling darts at the","hat sich unterirdisch versetzt, aber er hat seine Maske"
231.8,237.68," regime. In this recent cartoon, tennis star Pung Shui confronts the reality of",In dieser jüngsten Karikatur tritt der Tennisstar Pung Shui der Re
237.68,243.5, accusing a former vice premier of sexual assault. I want to be an inspiring,"Ich möchte eine inspirierende Persönlichkeit sein, die es mir ermöglicht, eine"
243.5,249.92, figure. I want my arts to helping others to collecting courage and join me. But,"Ich möchte meine Künste zu helfen, anderen zu sammeln Mut und mit mir."
249.92,255.8," if I giving up this, then what does it say to the rest of them? What is the","Wenn ich das aufgeben will, was sagt es dann den übrigen?"
255.8,260.96000000000004, relationship between your popularity and your security? I do think it has a very,"- ich glaube, es hat eine sehr enge Beziehung zwischen Ihre"
260.96000000000004,266.54," close relationship. So almost the more popular you get, you're buying yourself an","hnlich wie bei den ersten großen Städten, hat sich die deutsche"
266.54,272.06," extra layer of security. Yeah, and that's the only way that you can do it. Maybe","Vielleicht ist das die einzige Möglichkeit, dies zu tun."
272.06,277.46000000000004," so, but being popular also means his work has been scrubbed by sensors inside","So, aber sein Popularität bedeutet auch, dass seine Arbeit wurde durch Sensoren im Inneren"
277.46000000000004,282.86, China. What is it about your work that drives this regime crazy? I guess it's,China: Was treibt dieses Regime verrückt an Ihrer Arbeit?
282.86,289.46000000000004," this attitude that I don't care about how serious you are, how dangerous you are. I'm","Diese Haltung, dass ich mir nicht schere, wie ernst"
289.46000000000004,294.40000000000003, just going to be myself. I am an individual. I'm not controlled by any,"Ich bin ein Individuum, ich bin nicht von irgendjemandem kontrolliert"
294.4,300.2, else. I already certainly not CCP. That scares them because all they want is,"Ich bin schon sicherlich nicht CCP. Das schreckt sie, weil sie"
300.2,305.6," total control. It sounds like you know exactly what buttons to push, but what","Es klingt so, als ob man genau weiß, welche Tasten man drücken"
305.6,310.28, levers to pull on that's going to tweak them. I guess it's not me finding the, -
310.28,315.96, button. It's them offering the button to me. One example among many in Internet,"-Button. Es ist sie, die Button mir anzubieten. Ein Beispiel"
315.96,320.44, meme surfaced comparing Xi Jinping and Barack Obama to Winnie the Pooh in,Xi Jinping und Barack Obama vergleichten in einem Meme mit Winnie der
320.44,326.56," Tigger. No big deal, right? China censored any mention or image linking Xi to Pooh.","Tigger. Kein großes Problem, richtig? China zensierte jede Erwäh"
326.56,332.56," To Buddy at Cao, this was irresistible. He created a series of cartoons poking",Für Buddy at Cao war dies unwiderstehlich.
332.56,337.8, fun at Xi's hardline stance against an animated Disney character. What was it,Xi hat sich wegen seiner kompromisslosen Haltung gegenüber einem
337.8,342.04, about winning the Pooh? Why was that so effective? Because Winnie Pooh is so,Warum war das so effektiv?
342.04,348.0, loved by public. It's so recognized. And when it's combined with Xi Jinping's,ffentlich geliebt. Es ist so anerkannt. Und wenn es mit
348.0,352.88," image, then people ask questions, why do you want to delete that yellow bear?","Bild, dann fragen die Leute, warum wollen Sie, dass gelbe Bären zu"
352.88,357.92, You recognize the absurdity of this towering superpower being so offended by,"Sie erkennen die Absurdität, dass diese überragende Supermacht so ange"
357.92,365.48," the benign yellow bear. Exactly. If you're in the Democrat society, I think","Genau, wenn Sie in der demokratischen Gesellschaft sind, denke ich,"
365.48,369.96, position will be thrilled if they can compare with Winnie the Pooh instead of,"- Position wird begeistert sein, wenn sie mit Winnie the Pooh vergleichen können statt"
369.96,375.92, some evil character. But we're talking about China. When she was reelected by,"Einige böse Charaktere, aber wir sprechen über China. Als sie wiedergewählt"
375.92,384.52," China's parliament, the margin was 2,970 votes to zero. And when Xi got rid of",Die chinesische Regierung hat die chinesische Regierung angekündigt
384.52,389.64," term limits, allowing him to rule indefinitely, Buddy at Cao posted this tongue","-Terminbegrenzungen, die ihm die Möglichkeit geben, auf unbestimm"
389.64,395.04, and chi creation online. He called Xi forever. When the Communist Party went to,"Xi hat es geschafft, die chi-Schöpfung"
395.04,399.92," work on passing a resolution, favorably equating Xi to the dictator Mao Zedong,","- die Verabschiedung einer Entschließung, die Xi dem"
399.92,406.36," Buddy at Cao armed with posters, homey glue, and a full satchel of outrage went to","Buddy in Cao bewaffnet mit Plakaten, heimischem Kleber"
406.36,411.68, work in Manhattan. He compared Xi to a magician conjuring Chairman Mao's spirit.,"Xi hat Xi als Magier verglichen, der den Geist des Vor"
411.68,417.28," Xi Jinping has tried to portray himself as another Mao Zedong, another red","Xi Jinping hat versucht, sich als ein weiterer Mao Zedong"
417.28,421.48, son of China. He won't achieve what Mao has achieved. He won't be,"Sohn Chinas. Er wird nicht erreichen, was Mao erreicht hat."
421.48,428.56," celebrated as this godlike figure, like Mao enjoyed in his time. It was by",Während der ersten Hälfte des 19. Jahrhunderts erlangte Mao eine
428.56,432.56, accident that Buddy at Cao became a leading critic of the Chinese Communist Party.,"zufällig, dass Buddy bei Cao wurde ein führender Kritiker der chinesischen"
432.56,437.88," In 2007, he was a law student in his hometown of Shanghai, watching a film",2007 war er Jurastudent in seiner Heimatstadt Shanghai und sah einen
437.88,442.24, online when the movie abruptly switched to footage somewhere he'd secretly,"- er hat es geschafft, die ganze Welt zu er"
442.24,446.68," embedded, depicting the 1989 student protests in Tiananmen Square.","eingebettet, die die Studentenproteste von 1989 auf dem Platz des Him"
446.68,457.28," And that is actually the very first time I know this exists. So wait, so you're in","Und das ist eigentlich das erste Mal, dass ich weiss, dass es"
457.28,461.36, law school? You're in your 20s. I am. And the first time you're hearing about,"Sie sind in Ihren 20er Jahren, ich bin es. Und das erste"
461.36,464.68," the Tiananmen Square massacres worldwide news, and the first time you're hearing","die Massaker am Tiananmen-Platz weltweit Nachrichten, und das erste"
464.68,469.12, about it is when randomly it's in a documentary you happen to see.,"es ist, wenn es zufällig in einem Dokumentarfilm, den"
469.12,475.92," Yeah, thanks to some clever, dissident who made this happen.","Ja, dank einiger kluger Dissidenten, die dies geschafft haben"
475.92,480.76, Your parents haven't told you about this? Never. Teachers? Never.,"Ihre Eltern haben Ihnen dies nie gesagt, Lehrer nie."
480.76,486.16, Discovering the truth about Tiananmen Square made Buddy at Cao want to leave,Die Wahrheit über den Platz des Himmlischen Friedens entdeckte Buddy auf Cao und
486.16,494.16, China. It wasn't just what had happened. It was how easily the history was erased.,"China. Es war nicht nur, was geschehen war, sondern wie leicht die Geschichte"
494.16,501.6," In 2009, he resettled to Australia, gave up law and started drawing, despite no formal training.","2009 zog er nach Australien, gaben auf das Recht und begann zu"
501.6,507.2000000000001," He eventually branched out, traveling and performing street art to highlight China's repression.","Er zog sich schließlich weiter aus und reiste und zeigte Straßenkunst,"
507.2000000000001,511.84," In these scenes from the Australian documentary China's artful dissident,",In diesen Szenen aus dem australischen Dokumentarfilm Chinas kü
512.0799999999999,517.52," body itself, still masked, posed in front of Berlin's Brandon Bergate. He was","Der Körper selbst, noch maskiert, stellte sich vor Brandon Bergate in Berlin."
517.52,523.6," honoring one of the most taboo subjects in China, Tankman, the nameless pro-democracy","Die Ehrung eines der tabusten Themen in China, Tankman, des namen"
523.6,528.72, protester who stood in front of the Chinese military in 1989.,"protestierender, der vor dem chinesischen Militär stand 1989."
528.72,535.04, Tankman is the ghost haunting CCP the most. What does Tankman represent?,"Tankman ist der Geist, der CCP am meisten heimsucht."
535.04,542.88, It shows that any ordinary people or person could have the courage to stand in front of the,"Es zeigt, dass jeder normale Mensch oder jeder Mensch den Mut haben könnte, vor dem"
542.88,548.48, most powerful object. I know the image of Tankman is always near you.,"Ich weiß, das Bild von Tankman ist immer in Ihrer Nähe."
549.28,554.8," Before the 25th anniversary of Tiananmen Massacre, I just want something on my right arm,",Vor dem 25. Jahrestag des Massakers von Tiananmen möchte ich einfach
554.8,562.24, the arm that I used to draw as a reminder that this ordinary Chinese guy who just collect,"der Arm, den ich verwendet, um als Erinnerung daran, dass dieser gewöhnliche"
562.24,568.64, all the courage in the world and push himself in front of Tank is fearless.,alle den Mut in der Welt und schieben sich vor Tank ist furchtlos.
569.6,575.76," While in the US, body itself connected with students who marched for democracy in Tiananmen Square.","Während der US-amerikanischen, Körper selbst mit Studenten, die für Demokrati"
575.76,582.64," They're now middle-aged, exiled, and still bear scars. Fang Zheng lost his legs to a tank during","Die ersten deutschen Kriegsgefangenen, die während der Schlacht von Gu"
582.64,589.04, the massacre. Zhou Feng Suo was among the first to enter Tiananmen Square and one of the last to leave.,"Zhou Feng Suo gehörte zu den ersten, die auf dem Platz des Him"
589.76,593.4399999999999, The former student C. Body itself keeping alive their ideals.,Der ehemalige Student C. Body selbst am Leben ihre Ideale.
593.4399999999999,598.56, It's important for the next generation to carry the torch on.,"Es ist wichtig, dass die nächste Generation die Fackel weiterführt."
599.1999999999999,604.9599999999999, And I see this hope on him and he's so creative.,Und ich sehe diese Hoffnung auf ihn und er ist so kreativ.
604.9599999999999,608.64, That's how you feel. He's carrying the torch for what your generation started.,"So fühlen Sie sich, er trägt die Fackel für das, was Ihre"
608.64,609.92," Yes, definitely.","Ja, auf jeden Fall."
610.9599999999999,615.28," As a protest leader, Zhou became the fifth most wanted man in China.",Als Protestführer wurde Zhou zum fünftwichtigsten gesuchten Mann in China
615.36,619.4399999999999, He spent a year in jail then fled to the US in the mid-90s.,Er verbrachte ein Jahr im Gefängnis und floh Mitte der 90er
619.4399999999999,623.1999999999999, Zhou says China doesn't know how to handle body itself.,"Zhou sagt, China weiß nicht, wie man Körper selbst behandelt."
623.1999999999999,629.92," Chinese influence over the world is so cohesive and they can control anything, for example,",Der chinesische Einfluss auf die Welt ist so geschlossen und sie können alles kont
629.92,634.4," you know, US companies. But still, they cannot change body itself.","- ich sage es, die US-Unternehmen, aber sie"
634.4,643.4399999999999, This one single person who can always come out with endless arts challenging the authority.,"Diese eine einzige Person, die immer mit endlosen Kunstwerken herauskommen kann, die die"
643.44,648.08," I think the Chinese Communist Party can pressure companies and other nations,","Ich denke, die Kommunistische Partei Chinas kann Unternehmen und andere Nationen unter Druck"
648.6400000000001,651.36, but they can't. They can't change this guy.,Leider kann er diesen Kerl nicht ändern.
651.36,653.6800000000001," Yeah, that's the spirit of Tiananmen.","Ja, das ist der Geist von Tiananmen."
653.6800000000001,659.2800000000001, The person is a totalitarian nation. He's definitely a thong in their eye.,"Die Person ist eine totalitäre Nation, er ist definitiv ein thong in"
660.72,665.2800000000001," Body itself may be alone dissonant, taking on the world's largest government.","Körper selbst kann alleine dissonant sein, ergreift die weltgrößte Regierung."
665.2800000000001,668.72, But he is convinced his is no exercise and futility.,"Aber er ist überzeugt, dass es sich dabei um keine Übung und Vergeblichkeit"
669.2800000000001,673.2800000000001, He said you admire the mythological figure cicitis.,"Er sagte, Sie bewundern die mythologische Figur cicitis."
673.28,675.1999999999999, Right. What do you mean by that?,Was meinen Sie damit?
675.1999999999999,681.1999999999999, His mission seems like doomed that he will never push the rock to the very top of the mountain.,"Seine Mission scheint verurteilt, dass er den Fels niemals auf die"
683.6,688.64, It's a bit like me when I'm creating artworks to challenge Chinese regime.,"Es ist ein bisschen wie ich, wenn ich Kunstwerke kreiere"
689.4399999999999,694.24, I don't know when it will be changed or I don't know if my work would change it at all.,"Ich weiß nicht, wann es geändert wird oder ob meine Arbeit es"
696.4,701.92," But even if that is a reality, does it mean my work has no meaning?","Aber selbst wenn das Realität ist, bedeutet das, dass meine Arbeit keine Bedeutung hat?"
702.0,702.8, I don't think so.,Ich glaube nicht.
703.8399999999999,708.64," In September, body itself brought out his paintbrush to convey his outrage for China's","Im September brachte der Körper selbst seinen Pinsel aus, um seine Empörung über China"
708.64,714.24," crackdown on Hong Kong. Fashioning Hong Kong's leader, Carrie Lam, is a puppet of Xi Jinping.",Die chinesische Regierung hat die chinesische Regierung in die Lage versetzt
714.24,716.0799999999999, Body itself melded their faces.,Körper selbst fügte ihre Gesichter.
717.36,722.88," Last month in Northern Italy, a center of art, that combined image greeted visitors as body","Letzten Monat in Norditalien, ein Zentrum der Kunst, dass kombinierte"
722.88,728.64, itself held his first major solo exhibition in the city of Brescia. It almost didn't happen.,"hat er selbst seine erste große Einzelausstellung in Brescia gehalten, die"
728.72,731.68," At the last minute, China tried to flex its muscle.","In letzter Minute versuchte China, seine Muskeln zu flexieren."
731.68,735.6, They actually writing threatening letters. It's like a blackmailing.,"Sie schreiben drohende Briefe, so wie eine Erpressung."
736.4,741.52," If you do body tells show that maybe in the future, our collaboration will be problematic.","Wenn Sie tun Körper sagt, dass vielleicht in der Zukunft, unsere Zusammenarbeit wird problematisch sein."
742.48,747.92," Specifically, the Chinese Embassy in Rome demanded the show be cancelled because the exhibition","Insbesondere forderte die chinesische Botschaft in Rom, die Ausstellung zu s"
747.92,754.08, was full of anti-Chinese lies. Would seriously wound the feelings of the Chinese people,- ich sage es - ich sage e
754.72,761.0400000000001, and posed a threat to friendly relations between China and Italy. The Italian authorities held,"Die italienischen Behörden hielten die chinesischen Behörden für schuldig,"
761.0400000000001,767.6, firm and the show went on. There was a nod to what body itself sees that Xi's willfully slow,Xi hat sich angeblich wegen seiner guten Leistung erhol
767.6,773.2, response to COVID. And he paid homage to the weaker minority that China has imprisoned.,"Und er huldigte die schwächere Minderheit, die"
774.08,778.6400000000001, To what extent are you representing the people who can't express themselves inside China?,"Inwieweit repräsentieren Sie die Menschen, die sich innerhalb Chinas nicht"
778.72,786.8, I think this is the reality that Chinese people do not have a sense of safety that they can speak,"Ich denke, das ist die Realität, dass die Chinesen kein Gefühl der Sicherheit haben"
786.8,794.4, freely. But I am in this very privileged position that I'm not in China. So I have every responsibility,"Ich bin in dieser privilegierten Position, dass ich nicht in China bin."
794.96,803.6," to make my voice to be heard, to become their voices.","um meine Stimme zu hören, um ihre Stimme zu werden."
