Start Time,End Time,Text,translated_text
452.52,457.2, She covered politics for the student newspaper and wanted to become a journalist.,Sie hat für die Studentenzeitung über Politik berichtet und wollte Journalistin werden
457.2,463.16," Three days after graduation in 1959, she married Joseph Albright, a reporter and heir to a","Drei Tage nach ihrem Abschluss im Jahr 1959 heiratete sie Joseph Albright, einen"
463.16,464.84, newspaper fortune.,Zeitungsgeist.
464.84,467.4, But his job stood in her way.,Aber sein Job stand ihr im Weg.
467.4,473.68," One of my husband's editors actually said to me, honey, you may want to be a reporter,",Einer der Redakteure meines Mannes hat mir tatsächlich gesagt: Ho
473.68,479.4, but you can't be on a competing paper and you can't be on the paper that your husband,aber man kann nicht auf einem konkurrierenden Blatt und man kann nicht auf dem Blatt sein
479.4,481.8," works on, so why don't you find another career?","arbeitet weiter, warum solltest du also keine andere Karriere finden?"
481.8,482.8, And I did.,Und ich habe es getan.
482.8,483.8, And I didn't fight it.,Und ich habe es nicht bekämpft.
483.8,485.2, So you could have been a journalist?,Also du hättest ein Journalist sein können?
485.2,486.2, I could have.,Ich hätte es auch.
486.2,488.0, Could have ended up covering the State Department?,Könnte schließlich das State Department abdecken?
488.0,491.24," Well, I could have and I could have asked Nasty questions.","Nun, ich hätte es auch machen können und ich hätte es auch"
491.24,496.96, Do you get peved at all when people focus on appearance rather than substance?,"Werden Sie enttäuscht, wenn man sich auf das Aussehen statt auf"
496.96,502.52," What it is noted, what I have on or whether I'm going to have a facelift, I think that","Was es merkt, was ich habe oder ob ich ein Gesicht"
502.52,504.52, that gets me down.,Das hat mich tief gebracht.
504.52,509.0," I haven't had a facelift, by the way.",Übrigens habe ich noch keine Gesichtsliftings gemacht.
509.0,514.52, The story will continue after this.,Die Geschichte wird nach dieser Zeit fortgesetzt.
514.52,520.52," Albright had her first children, twins in 1961, but she was determined to have a career","Albright hatte 1961 ihre ersten Kinder, Zwillinge, aber sie war ent"
520.52,521.6, as well.,Auch.
521.6,524.72, She went to graduate school and got involved in politics.,Sie ging zur Hochschule und nahm an der Politik teil.
524.72,530.3199999999999, She worked on Capitol Hill for then-Senator Ed Muske and then moved to the Carter White,Sie arbeitete auf Capitol Hill für den damaligen Senat Ed Muske und zog
530.32,533.2800000000001, House as an aide to the National Security Council.,Haus als Hilfsmann des Nationalen Sicherheitsrates.
533.2800000000001,537.96," When you went to work for Senator Muske, your first paying job, you're 39 years old, you","Als du für Senator Muske arbeitetest, dein erster lohnender Job"
537.96,540.2800000000001, must have felt you had a lot of catching up to do.,"mußte es gefühlt haben, dass du noch viel aufzuholen"
540.2800000000001,541.2800000000001, Did you ever plan?,Haben Sie jemals geplannt?
541.2800000000001,542.2800000000001, I never had a plan.,Ich hatte nie einen Plan.
542.2800000000001,550.84, And I've said this to a lot of young women is that the only plan I ever had was to try,"Und ich habe gesagt, dass viele junge Frauen, dass der einzige Plan, den"
550.84,556.24," to use the knowledge that I had, work hard and have a good time.","um das Wissen, das ich hatte, hart arbeiten und eine gute Zeit haben."
556.24,558.08, My version of good time.,Meine Version der guten Zeit.
558.08,559.08, Which is?,Was ist das?
559.08,563.08, To work hard and make a difference.,Arbeit hart und etwas bewegen.
563.08,565.1600000000001," Is Hokey, is that my sound?","Ist Hokey, ist das mein Sound?"
565.1600000000001,571.64," If Albright's professional life had a Hokey storybook quality, not so her personal life,","Wenn Albrights Berufsleben eine Hokey Storybook-Qualität hätte, nicht so ihre"
571.64,575.72, what would you say was the greatest setback in your life?,"Was würdet ihr sagen, war der größte Rückschlag in eurer Lebenszeit?"
575.72,583.9200000000001," Well, a diversion from plan, I must say, was my divorce, probably, in that I had not expected","Nun, eine Abweichung vom Plan, muss ich sagen, war meine Schei"
583.92,584.92, that.,Das ist es.
584.92,591.28, And I had expected to continue in what I was doing and live happily ever after.,"Und ich hatte erwartet, dass ich in meiner Arbeit weitermachen und glücklich leben würde"
591.28,592.28, You didn't see it coming?,Du hast es nicht gesehen?
592.28,594.28, I certainly did not.,Ich habe es sicherlich nicht getan.
594.28,598.12, Did that change you in some way?,Haben Sie sich dadurch in irgendeiner Weise verändert?
598.12,599.36, Did you become more determined?,Haben Sie mehr Entschlossenheit?
599.36,601.3199999999999, Did you feel you had something to prove?,"Haben Sie das Gefühl, dass Sie etwas zu beweisen hatten?"
601.3199999999999,604.16," No, I think it made me more self-reliant, though.","Nein, ich glaube, es hat mich jedoch selbständiger gemacht"
604.16,611.1999999999999," I think if it taught me anything, it was to rely on my own judgment and to do what I","Ich glaube, wenn es mir etwas gelehrt hat, dann war e"
611.2,615.32, needed to do for my daughters and for myself.,ich musste für meine Töchter und für mich tun.
615.32,620.5200000000001," After the breakup of her 23-year marriage, Albright got a job teaching international relations",Nach dem Scheitern ihrer 23-jährigen Ehe bekam Albright einen Job als
620.5200000000001,623.1600000000001, at Georgetown University in Washington.,an der Georgetown University in Washington.
623.1600000000001,627.0400000000001, But she tried to teach the women in her classes something else.,"Aber sie versuchte, den Frauen in ihren Klassen etwas anderes zu lehren."
627.0400000000001,635.6400000000001," To interrupt, I found that as a woman kind of working my way up in the government was","Um zu unterbrechen, fand ich, dass als Frau, wie ich meinen"
635.64,641.56, that women often wait too long in meetings to make their views known.,", dass Frauen oft zu lange in Sitzungen warten, um ihre Ansichten bekannt zu"
641.56,646.24, Then all of a sudden some man says whatever it is that you were going to say and everybody,"Dann plötzlich sagt jemand, was auch immer du sagen wolltest, und jeder"
646.24,647.88, thinks it's brilliant.,hält es für genial.
647.88,653.08, So I basically taught people never to raise their hands and interrupt.,"Also habe ich im Grunde genommen die Leute gelehrt, nie die Hände zu"
653.08,655.28, And I think that that's what women need to do.,"Und ich denke, das ist es, was Frauen tun müssen."
