Start Time,End Time,Text,translated_text
382.52,386.36," as such, and the Ukrainians have every right to take it back.","als solche, und die Ukrainer haben jedes Recht, sie zurückzunehmen."
387.48,393.48, Blinken came to our interview after meeting China's foreign minister. China has been raising,Blinken kam zu unserem Interview nach einem Treffen mit dem chinesischen Außenminister
393.48,398.6," pressure on the Democratic island of Taiwan, which in our conversation last week,","Druck auf die demokratische Insel Taiwan, die in unserem Gespräch letzte Woche,"
399.16,402.36, President Biden pledged to defend with force.,"Präsident Biden hat sich verpflichtet, mit Gewalt zu verteidigen."
403.08,410.28," So, unlike Ukraine to be clear, sir, US forces, US men and women would defend Taiwan","Anders als die Ukraine, um es klar zu sagen, Herr, würden die US"
410.28,412.68, in the event of a Chinese invasion. Yes.,im Falle einer chinesischen Invasion.
413.72,421.8, But official US policy is and has been for decades to remain ambiguous about defending the island.,Doch die offizielle Politik der USA ist und ist seit Jahrzehnten ambivalent in Bezug
421.8,427.08, China has acted increasingly aggressively when it comes to Taiwan. That poses a threat to peace,"China hat in Bezug auf Taiwan zunehmend aggressiv gehandelt, was"
427.08,432.28, and stability in the entire region. The Chinese foreign minister must have asked you to explain,"Der chinesische Außenminister muß Sie gefragt haben, warum Sie"
432.28,440.04," the president's remarks. Well, we had a conversation about our different approaches to Taiwan.","Nun, wir haben ein Gespräch über unsere unterschiedlichen Ansätze in Bezug auf Taiwan geführt."
440.44,445.4," And I reiterated what the president has said and what he said clearly and consistently,","Und ich habe wiederholt, was der Präsident gesagt hat und was"
446.52,454.28," our continuity adherence to the one China policy, our determination that the differences","Unsere Kontinuität, unsere Einigkeit in der Politik China, unsere Ent"
454.28,462.04," be resolved peacefully, our insistence that peace and stability be maintained in the Taiwan","friedlich gelöst werden, unser Drängen, Frieden und Stabilität in Taiwan"
462.04,468.2," straits, and our deep concern that China was taking actions to try to change that status quo.","straits, und unsere tiefe Besorgnis darüber, dass China Maßnahmen"
468.2,474.68, That's what the issue is. Blinken warns that turbulence in the Taiwan strait would wash around,"Blinken warnt, dass Turbulenzen in der Taiwan-Straße um"
474.68,482.04, the world. Taiwan itself were anything to happen. It is where virtually all the semiconductors,"Taiwan selbst würde es schaffen, denn dort stünden praktisch alle"
483.16,488.92, are made. One of the reasons we're now investing so heavily in our own capacity,"Einer der Gründe, warum wir jetzt so stark in unsere eigene Kapazität investieren"
488.92,494.04," to produce semiconductors here in the United States. We design them, but the actual production","Wir konzipieren Halbleiter, aber die eigentliche Produktion"
494.04,498.28," is done in a handful of places in Taiwan produces most of them. If that's disrupted,","- es gibt eine Handvoll Orte in Taiwan, die die meisten von"
498.28,501.64, the effects that that would have on the global economy could be devastating.,"die Auswirkungen, die dies auf die Weltwirtschaft hätte, könnten verheerend sein"
501.64,508.2000000000001," Last week on 60 minutes, the president of Iran told Leslie Stahl he would consider re-entering",In der vergangenen Woche hat der iranische Präsident Leslie Stahl in 60
508.2000000000001,514.52, the deal to restrict Iran's nuclear weapons program. The Trump administration had cancelled it.,"- es hat sich erwiesen, dass die iranische Regierung"
514.52,520.2, Blinken doubts that Iran is serious. Iran has continued to try to add,"Blinken bezweifelt, dass der Iran ernst ist."
520.5200000000001,528.12, extraneous issues to the negotiation that we're simply not going to say yes to. We will not,- - - - - - - - -
528.12,533.8000000000001, accept a bad deal. The response that they've given to the last proposals put forward by our European,"Die Antwort, die sie auf die letzten Vorschläge unserer europäischen"
533.8000000000001,540.2800000000001," partners have been a very significant step backwards, and so I don't see any prospects in the","Partner haben einen sehr wichtigen Rückschritt gemacht, und deshalb sehe ich keine Perspektive"
540.2800000000001,546.84, very near term to bring this to a conclusion. Anthony Blinken is 60. One of his grandparents,Anthony Blinken hat 60 Jahre. Einer seiner Großeltern hat
546.84,553.8000000000001," was born in Ukraine. His stepfather survived the Holocaust, and his father was a U.S. ambassador.","Er studierte in der Ukraine und überlebte den Holocaust, und sein Vater war US"
554.44,561.32," Blinken has spent 30 years in foreign policy for Democrats, mostly in the Senate and the White House.","Blinken hat 30 Jahre in der Außenpolitik für Demokraten verbracht,"
561.32,567.72, That's him in the back of the room during the strike on Osama bin Laden. His philosophy on,Während des Streiks gegen Osama bin Laden sitzt er
567.72,575.0, American diplomacy is robust engagement with what he calls humility and confidence.,"Die amerikanische Diplomatie ist ein robustes Engagement mit dem, was er"
575.56,582.36," If we don't engage, if we're not leading, then one of two things. Either someone else is,","Wenn wir uns nicht engagieren, wenn wir nicht leiten, dann ist das"
582.36,587.32," and probably not in a way that's going to advance our interests and values, or no one is,","und wahrscheinlich nicht auf eine Weise, die unsere Interessen und Werte voranbringen wird,"
587.32,591.24, and then you tend to have chaos. You get a vacuum that's filled by bad things before it's filled,"- es gibt eine ganze Reihe von Situationen, in denen man"
591.24,596.76," with good things, because the world does not organize itself. There's not a single big problem",- es gibt keinen einzigen großen Problem
596.76,602.92," that's affecting the lives of our citizens that we can effectively solve alone, whether it's climate,",", die das Leben unserer Bürger beeinträchtigt und die wir allein wirksam"
602.92,607.56," whether it's COVID, whether it's the effect of all of these emerging technologies on our lives.","ob es COVID ist, ob es die"
608.4399999999999,612.92, We have to be working with others to try to shape all of this in a way that's actually going to,"Wir müssen mit anderen zusammenarbeiten, um zu versuchen, all dies so zu gestalten, dass"
612.92,617.88," make our people, as well as other people, a little bit more secure, a little bit more prosperous,","Unsere Menschen, aber auch andere Menschen, ein wenig sicherer, ein wenig wohlhabender"
617.88,625.0," a little bit more full of opportunity. Given January 6th, given the fabricated controversy over",a little bit more full of opportunity.
625.0,632.8399999999999," the election results, do you find that countries around the world are worried about the stability","Die Wahlergebnisse, stelle ich fest, dass sich Länder auf der ganzen Welt Sorge"
632.84,639.4, of the United States? It's no secret that we have challenges within our own democracy.,"Es ist kein Geheimnis, dass wir innerhalb unserer eigenen Demok"
640.12,643.96," They're playing out before the entire world. We don't sweep them under the rug,","Sie spielen vor der ganzen Welt aus, wir schweifen sie nicht unter den"
644.76,651.24," even when it's painful. So I'm able to say to other countries that bring these up, yes,","Ich kann also anderen Ländern, die dieses Thema ansprechen, sagen, ja,"
651.24,656.44," we've got our problems, but we're confronting them. We're dealing with them. You might do the same","Wir haben unsere Probleme, aber wir konfrontieren sie. Wir befassen uns mit ihnen"
656.44,665.72," thing. Your father was US ambassador to Hungary, and as we sit here on Friday afternoon, he passed away","Ihr Vater war US-Botschafter in Ungarn, und heute, am Freitag Nachmittag"
665.72,675.1600000000001, last night. And I wonder why you decided to keep such a busy schedule the day after that tragedy,"Und ich frage mich, warum Sie sich entschlossen haben, einen so"
675.1600000000001,685.8800000000001, in your family. My dad was 96 years old. He was in so many ways my role model. He built,Deine Familie. Mein Vater war 96 Jahre alt. Er war in so vielen
686.6,692.0400000000001," a remarkable business, one of the leading investment banks in this country over many years. He let","er hat eine bemerkenswerte Geschäfte, eine der führenden Investment"
692.0400000000001,702.7600000000001," a life of dignity, of decency, of modesty, that is something I've very much aspired to. And so I guess","ich hoffe, dass ich bald wieder ein Leben in Würde,"
702.7600000000001,709.72," I thought that honoring everything that he shared with me, the best way to do that was to continue","Ich dachte, dass die beste Möglichkeit, das zu tun, war, alles, was"
709.72,717.0, doing my job. That job for the foreseeable future will be consumed with a question that has,"- ich arbeite, und ich werde in absehbarer"
717.0,723.96, defeated generations of diplomats. How to keep a small war in Europe from igniting the world.,"Wie kann man verhindern, dass ein kleiner Krieg in Europa die Welt entfacht."
724.84,728.44, Are there any talks currently that we may not have heard about?,"Gibt es derzeit Gespräche, von denen wir vielleicht nicht gehört haben?"
728.44,732.6, There are no talks because Russia has not demonstrated any willingness in this moment,"Es gibt keine Gespräche, weil Russland in diesem Moment keine Bereitschaft gezeigt hat"
733.48,738.76," to engage in meaningful discussions. If and when that changes, we will do everything we can to","Wenn sich dies ändert, werden wir alles in unserer Macht Stehende"
738.76,745.16, support a diplomatic process. Is Vladimir Putin losing this war? He's already lost in terms of what,"Wladimir Putin verliert diesen Krieg? Er hat bereits verloren,"
745.16,750.28, he was trying to achieve because keep in mind what he said very clearly from the start is his,"er versuchte zu erreichen, denn denken Sie daran, was er von Anfang"
750.28,757.0, objective was to erase Ukraine's identity as an independent country. That has already failed.,"Ziel war es, die Identität der Ukraine als unabhängiges Land zu"
757.56,762.12, Ukrainians are fighting for their own land. They're fighting for their own country. The Russians are,"Die Ukrainer kämpfen für ihr eigenes Land, sie kämpfen für ihr eigene"
762.12,768.6," not. And these Russian soldiers who are being thrown into this conflict, often not knowing where they're","Und diese russischen Soldaten, die in diesen Konflikt geworfen werden,"
768.6,775.08, going or what they're doing. This is not something that they want to be fighting for. The Ukrainians are,- - - - - - - - -
775.08,786.52, fighting for their own future. They're fighting for their own land. They're fighting for their own lives.,kämpfen für ihre eigene Zukunft. kämpfen sie für ihr eigenes Land.
