Start Time,End Time,Text,translated_text
169.08,177.08, I was starting to see in the news that our mission had a very high civilian casualty rating.,"Ich fing an, in den Nachrichten zu sehen, dass unsere Mission eine sehr hohe"
177.08,184.2," She began to feel guilt while battling illness, depression, and the eating disorder, bulimia.","Sie begann, Schuld zu fühlen, während sie sich mit Krankheiten,"
184.2,191.04, She left the Air Force for a top secret civilian job at the National Security Agency at Fort,Sie verließ die Luftwaffe für eine hochgeheime zivile Stelle bei
191.04,194.44," Gordon in Augusta, Georgia.","Gordon in Augusta, Georgien."
194.44,201.2," But here in 2017, she says what she was hearing in English worried her far more than intercepts","Aber hier im Jahr 2017 sagt sie, was sie in Englisch hörte, beunr"
201.2,203.28, in Farsi and Pashto.,in Farsi und Paschtu.
203.28,209.44," If you don't catch a hacker, okay, in the act, it's very hard to say who did the hacket.","Wenn man einen Hacker nicht ergreift, okay, dann ist es sehr schwer"
209.44,214.56, The president was raising doubt that Russia attacked the 2016 election.,"Der Präsident hat Zweifel daran geweckt, dass Russland die Wahlen von"
214.56,217.88, His interview with John Dickerson was typical of the time.,Sein Interview mit John Dickerson war typisch für die Zeit.
217.96,219.36, I'll go along with Russia.,Ich werde mit Russland.
219.36,220.12, Could have been China.,Could have been China.
220.12,222.0, Could have been a lot of different groups.,Es hätte eine Menge verschiedener Gruppen sein können.
222.0,225.32, But it was Russia and the NSA knew it.,"Aber es war Russland, und die NSA wusste es."
225.32,231.56, Reality winner had seen proof in a top secret report on an in-house news feed.,Reality winner hatte Beweise in einem Top-Geheimbericht auf einem internen Newsfeed
231.56,239.36," I just kept thinking, my God, somebody needs to step forward and put this right.","Ich dachte einfach immer wieder, Gott, jemand muss vorangehen und das kor"
239.36,240.72, Somebody.,Jemand.
240.72,250.2, The secret report said in 2016 the Russian military executed cyber espionage against 122 local,"Der Geheimbericht besagt, dass das russische Militär 2016 Cyberspionage"
250.2,256.64, government organizations targeting officials involved in the management of voter registration,"Regierungsorganisationen, die sich an der Verwaltung der Registrierung von Wählern be"
256.64,258.04, systems.,Systeme.
258.04,263.72, It was top secret in part because it revealed what the US knew about Russian tactics.,"Es war ein Geheimnis, zum Teil, weil es enthü"
263.72,268.44, Winner told us she was exposing a white house cover-up.,"Winner hat uns gesagt, sie entlarvte eine Vertusch"
268.44,274.28," She printed the report, dropped it in this mailbox, addressed anonymously to an online","Sie druckte den Bericht, ließ ihn in diese Mailbox, adressiert"
274.28,278.72, news source that specialized in government wrongdoing.,"Nachrichtenquelle, die sich auf staatliches Fehlverhalten spezialisiert hat."
278.72,282.28, The NSA report was published a month later.,Der NSA-Bericht wurde einen Monat später veröffentlicht.
282.28,284.92, You knew it was stamp top secret.,"Sie wussten, dass es sich um einen Top-Geheimnis"
284.92,286.24, You knew what that meant.,"Sie wussten, was das bedeutete."
286.24,287.24, I knew that.,Ich wusste das.
287.24,295.28," I knew it was secret, but I also knew that I had pledged service to the American people.","Ich wusste, dass es geheim war, aber ich wusste auch,"
295.28,299.28, Even at that point in time it felt like they were being led astray.,"Selbst zu diesem Zeitpunkt fühlte es sich an, als ob sie in"
299.28,303.11999999999995, Winner was caught as soon as the top secret report surfaced.,"Sieger wurde gefangen genommen, sobald der Top-Geheimbericht erschien."
303.11999999999995,307.52, The NSA could see on its network that she printed it.,"Die NSA konnte auf ihrem Netzwerk sehen, dass sie sie gedruckt hat."
307.52,310.79999999999995, She drove home to a new reality.,Sie fuhr nach Hause zu einer neuen Realität.
310.79999999999995,314.48, A plain black sedan came up behind my car.,Eine schwarze Limousine stürzte hinter meinem Auto auf.
314.48,319.88, And two men in polo shirts came out and introduced themselves as FBI agents.,Und zwei Männer in Polohemden kamen heraus und präsentierten sich als FBI-Agent
319.88,325.4," A transcript shows the FBI agents told her the interrogation was voluntary, and they","Während der Verhöre hat sie sich entschlossen, sich zu entschuldig"
325.4,328.56, didn't mention her right to an attorney.,hat ihr Recht auf einen Anwalt nicht erwähnt.
328.56,334.0," Winner lied about mailing the report, then confessed and was arrested.","Winner lügte über die Postierung des Berichts, gab dann zu und"
334.0,338.8," The government hit her with the most serious possible charge, espionage.","Die Regierung hat sie mit der schwerwiegendsten Anklage getroffen, S"
338.8,344.2, Bale was denied after prosecutors told a judge that Winner wrote in her diary that she,"Bale wurde verweigert, nachdem Ankläger einem Richter erzählten,"
344.2,347.24, was mad enough to burn the white house.,"war so verrückt, dass er das weiße Haus verbrannte."
347.24,352.16," They suggested she might defect to the Taliban, to the public.","Sie schlugen vor, sie könnte an die Taliban abtreten, der ffentlichkeit"
352.16,353.48, They said this.,Sie sagten das.
353.48,359.6, Winner's will for purposeful disclosure caused exceptionally grave damage to U.S. national,Der Wille des Gewinners für die vorsätzliche Offenlegung hat außergewöhnlich schwer
359.6,361.0, security.,Sicherheit.
361.0,367.36, But what prosecutors called grave damage was a bombshell of truth to the Federal Election,"Doch was die Staatsanwälte als schweren Schaden bezeichneten, war eine Bomb"
367.36,371.44," Assistance Commission, which helped secure the vote.","Kommission für Assistenz, die dazu beigetragen hat, die Abstimmung zu"
371.44,376.8, In hours the commission issued an alert on the NSA document leak.,In Stunden hat die Kommission eine Warnung über die NSA-Dokumente ges
376.8,383.2, It spelled out the top secret email addresses utilized by the attackers and urged officials,Sie hat die geheimen E-Mail-Adressen der Angreifer
383.2,386.04, to check email logs.,um E-Mail-Logs zu überprüfen.
386.04,393.32," Blindsided by Winner's revelation, the commission called for full disclosure of election security",Die Kommission hat die Enthüllung des Siegers völlig entt
393.32,394.32, intelligence.,intelligence.
394.32,402.92," Two, former officials told us reality winner helped secure the 2018 midterm election.","Zweitens, ehemalige Beamte haben uns berichtet, dass der Reality-Winner die Halbzeit"
402.92,408.4, One of the things that you learned about the espionage charge is that in court you're,"Eines der Dinge, die Sie über die Spionage-Angriffe gelernt haben,"
408.4,413.84, not allowed to talk about what you leaked or why you leaked it.,"nicht erlaubt, über das zu reden, was Sie gesickert haben oder"
413.84,416.96, What would you have told the judge?,Was hätten Sie dem Richter gesagt?
416.96,427.28," That I thought this was the truth, but also did not betray our sources and methods, did","Dass ich dachte, das war die Wahrheit, aber auch nicht verraten unsere"
427.28,431.8," not cause damage, did not put lives on the line.","nicht zu schaden, nicht Leben auf dem Spiel gesetzt."
431.8,440.16, It only filled in a question mark that was tearing our country in half in May 2017.,"Sie füllte erst ein Fragezeichen aus, das unser Land im Mai 2017"
440.16,442.08, And that I met no harm.,Und dass ich keinen Schaden erlitten.
442.08,444.84, But there was harm for her.,Aber es gab Schaden für sie.
444.84,449.96," As her case dragged on 16 months, she says depression was consuming her.","Als ihr Fall 16 Monate lang dauerte, sagt sie, dass sie Depressionen er"
449.96,454.76, Her mother moved from Texas to Augusta to be with her daughter.,"Ihre Mutter zog aus Texas nach Augusta, um mit ihrer Tochter zu sein."
454.76,465.28, There would just be times when it almost wasn't worth it to see the end of this.,"Es gab nur Zeiten, in denen es fast nicht wert war, das"
465.28,469.28, And so...,Und so...
469.28,473.6, You had thoughts of taking your own life.,"Du dachtest daran, euer Leben zu nehmen."
473.6,476.12, Yes.,Ja.
476.12,481.96, I started to plan my suicide and I would do practice runs.,"Ich begann, meinen Selbstmord zu planen und ich würde Übungsläufe"
481.96,491.08, The only thing that was stopping me was my mom because she was still in Augusta.,"Das einzige, was mich bremst, war meine Mutter, weil sie noch in"
491.08,497.76, My dad had gone back to Texas to go to work and I just refused to let her hear that news,"Mein Vater war zurück nach Texas gereist, um zu arbeiten, und ich habe"
497.76,500.68, by herself.,- es ist ein guter Dienst.
500.68,505.08," So I would get on the phone and just try to talk around it and hey, there's no need","Also ich würde mich ans Telefon wenden und einfach versuchen, um es her"
505.08,506.4, to stick around.,", um sich zu bewegen."
506.4,508.8, Visitations not worth it.,The hotel is very noisy and the staff were not very helpful.
508.8,511.16," Go back to Texas, just go.","Gehen Sie zurück nach Texas, gehen Sie einfach."
511.16,512.3199999999999, Just go.,Gehen Sie einfach los.
512.3199999999999,518.64," Her mother, Billy, heard that while sitting in on our interview with her daughter, reality","Ihre Mutter, Billy, hörte, dass während unseres Interviews mit ihrer"
518.64,529.1999999999999, told us that she was planning to kill herself.,"hat uns gesagt, dass sie plant, sich selbst zu töten."
529.1999999999999,531.8, I heard that.,Ich habe das gehört.
531.8,535.04, Yeah.,Yeah.
535.04,537.56, Did you know she was in that much trouble?,"Wussten Sie, dass sie in so vielen Schwierigkeiten war?"
537.56,546.48," I mean, there were some very dark days but then they would be followed by a better day.","Ich meine, es gab einige sehr dunkle Tage, aber dann würde ihnen ein besser"
546.48,550.6, I just knew when I was there in Georgia I couldn't leave.,"Ich wusste nur, als ich dort in Georgien war, dass ich nicht"
550.6,553.2, I couldn't leave her.,Ich konnte sie nicht verlassen.
553.2,557.76," In 2018 at the age of 26, winner pleaded guilty.",Im Jahr 2018 im Alter von 26 Jahren hat Sieger plediert schuldig.
557.76,560.96, The judge said he would make an example of her.,"Der Richter sagte, er würde ein Beispiel für sie."
560.96,567.84," She served four years behind bars plus three now, answering to a probation officer.",Sie hat vier Jahre hinter Gittern und jetzt drei Jahre hinter Gittern ges
567.84,570.36, She still can't talk about the case.,Sie kann noch immer nicht über den Fall sprechen.
570.36,577.88, I've had four years of just trying to say I'm not a terrorist.,"Ich habe vier Jahre lang nur versucht zu sagen, ich bin kein Terrorist."
577.88,584.8000000000001, I can't even begin to talk about my actual espionage indictment or have a sense of accomplishment,"Ich kann noch nicht einmal beginnen, über meine tatsächliche Anklage für Spionage zu"
584.8000000000001,593.16, in having survived prison because I'm still stained by them accusing me of being the,"ich habe das Gefängnis überlebt, weil ich noch immer von"
593.16,599.9200000000001, same groups that I enlisted in the Air Force to fight against.,"Dieselben Gruppen, gegen die ich mich in der Luftwaffe eingeschrieben habe."
599.92,607.52, So I don't let myself feel anything regarding the actual act or the charge until I can,"Ich lasse mich also nichts über die Tat oder die Anklage fühlen,"
607.52,611.5999999999999, let it be known that I'm not what they said I was.,"lasse es wissen, dass ich nicht das bin, was sie sagten"
611.5999999999999,618.1999999999999, She served her sentence during prison lockdowns for COVID and the unrest after the police murder,Sie hat ihre Strafe während der Haftstrafen für COVID
618.1999999999999,620.04, of George Floyd.,von George Floyd.
620.04,627.0," In a cell with two companions, depression and bulimia, she became self-destructive.","In einer Zelle mit zwei Begleitern, Depression und Bulimie, wurde sie selbst"
627.0,633.96," You know, every time that I had to give in to my ownness, I put it on my body.","Sie wissen, jedes Mal, wenn ich meiner Eigenheit nachgeben musste,"
633.96,638.4, I cut myself everywhere.,Ich schnitt mich überall.
638.4,639.48, I couldn't leave my cell.,Ich konnte meine Zelle nicht verlassen.
639.48,641.48, I couldn't work out.,Ich konnte mich nicht ausruhen.
641.48,648.48, And all I could do was ask why and ask why and a chaplain walked by and I asked him why,"Und ich konnte nur fragen, warum und fragen, warum und ein Kap"
648.48,650.32, they were doing this to us.,"Das war es, was sie uns tat."
650.32,656.76," And that same chaplain that I had seen for two years looked me in my face and said,","Und derselbe Kapitän, den ich seit zwei Jahren gesehen habe, schau"
656.76,660.56, nobody gives a **** about chaplain here.,Niemand gibt hier ein **** über Kaplain.
660.56,664.28, I started getting high that day.,"Ich begann an diesem Tag, hoch zu werden."
664.28,666.68, Everyone knows there's drugs in prison.,"Jeder weiß, dass es Drogen im Gefängnis gibt."
666.68,675.68," I was reduced to binging and purging, getting high every day and cutting myself.","Ich wurde auf bingeing und purge, steigen jeden Tag hoch und schneiden mich"
675.68,678.24, Happy been able to get clean.,Happy konnte sauber werden.
678.24,680.24, I have.,Ich habe.
680.24,686.08, I just am ashamed to say how hard it is.,"Ich schäme mich nur, sagen zu müssen, wie hart es ist."
686.08,690.72, It's worth noting how inconsistent the government is in these cases.,"Es ist erwähnenswert, wie inkonsequent die Regierung in"
690.72,698.5600000000001," In 2008, Greg Bergerson, a Pentagon employee, was convicted of selling secrets to the Chinese.","Im Jahr 2008 wurde Greg Bergerson, ein Mitarbeiter des Pentagon, des Verkaufs von Geheim"
698.5600000000001,704.4000000000001," That's him in FBI surveillance, getting his pocket stuffed with cash.","Das ist er in der FBI-Überwachung, er hat seine Ta"
704.4000000000001,709.84, His sentence was six months shorter than reality winners.,Seine Strafe war sechs Monate kürzer als die der Reality-Gewinner.
709.84,716.88," In 2012, former Army General and CIA director David Petraeus gave notebooks of top secret",2012 gab der ehemalige General der Armee und CIA-Direktor David Petrae
716.88,721.2, information to an author who was his mistress.,"Informationen an einen Autor, der seine Frau war."
721.2,726.96," He was charged with misdemeanor, mishandling of classified information and never spent","Er wurde wegen Vergehen, Misshandhabung von vertraulichen Informationen ange"
726.96,729.1600000000001, a minute in jail.,- eine Minute im Gefängnis.
729.1600000000001,731.08, Was it worth it?,War es wert?
731.08,739.08, I try so hard not to frame things as being worth it or not worth it.,"Ich versuche so hart, Dinge nicht als wertvoll oder nicht wertvoll zu"
739.08,748.6800000000001, What I know is that I'm home with my parents and we take our lives every day moving forward,"Ich weiß, dass ich zu Hause bin mit meinen Eltern und wir töten"
748.6800000000001,755.0, as being richer in knowing what to be grateful for.,"als reicher in der Erkenntnis, wofür man dankbar sein kann."
755.0,757.84," It's okay, you're here.","Es ist okay, du bist hier."
757.84,758.84, You're here.,Du bist hier.
758.84,763.0400000000001, Grateful for the moment of her prison release.,Gratis für den Moment ihrer Freilassung aus dem Gefängnis.
763.0400000000001,765.9200000000001, We said this story is complicated.,"Wir haben gesagt, dass diese Geschichte kompliziert ist."
765.92,771.4799999999999," In the one hand, individuals can't be deciding what to declassify.","Einerseits können die Individuen nicht entscheiden, was sie deklassifizieren"
771.4799999999999,777.28," On the other, some things are classified to conceal wrongdoing, torture in the war on","Andererseits sind einige Dinge klassifiziert, um Fehlverhalten zu verbergen, Fol"
777.28,779.76," terror, for example.","Terror, zum Beispiel."
779.76,787.0," In a home in Texas, one mother has simplified the story her way with a portrait of a veteran",In einem Heim in Texas hat eine Mutter die Geschichte ihrer Art vereinfacht mit
787.0,793.0799999999999, and a display of a commendation for meritorious service to her country.,und eine Anerkennung für dienstwürdige Leistung für ihr Land.
793.08,795.48, What reality did was not espionage.,"Was die Realität tat, war keine Spionage."
795.48,798.5600000000001, What reality did was patriotism.,"Was die Realität tat, war Patriotismus."
798.5600000000001,805.0, She actually stood up and worked for the American people to give us the truth about an attack,"Sie hat sich tatsächlich erhoben und für das amerikanische Volk gearbeitet, um uns die Wahrheit"
805.0,809.64," on our vote, an attack on our democracy, an attack on our country.","auf unsere Abstimmung, einen Angriff auf unsere Demokratie, einen Angriff auf unser Land"
809.64,818.0400000000001, I'm very proud of her for that.,Ich bin sehr stolz auf sie dafür.
818.04,823.76, How recent leaks of government documents have stirred debate over the espionage act at,Wie die jüngsten Veröffentlichungen von Regierungsdokumenten die Debatte über das Spion
823.76,825.76, 60 minutes overtime.com.,60 Minuten overtime.com.
