Start Time,End Time,Text
284.96,292.24, How can told us the root of Facebook's problem is in a change that it made in 2018 to its
292.24,298.24," algorithms, the programming that decides what you see on your Facebook newsfeed."
298.24,300.68," So you know, you have your phone."
300.68,305.4," You might see only 100 pieces of content if you sit and scroll off for, you know, five"
305.4,306.4, minutes.
306.4,309.84," So if Facebook has thousands of options, it could show you."
309.84,315.44, The algorithm picks from those options based on the kind of content you've engaged with
315.44,317.88, the most in the past.
317.88,322.32, And one of the consequences of how Facebook is picking out that content today is that it
322.32,326.76, is optimizing for content that gets engagement or reaction.
326.76,331.96," But its own research is showing that content that is hateful, that is divisive, that is"
331.96,332.96, polarizing.
332.96,338.08, It's easier to inspire people to anger than it is to other emotions.
338.08,345.64," Misinformation, angry content is enticing to people and keeps them on the platform."
345.64,346.64, Yes.
346.64,352.12," Facebook has realized that if they change the algorithm to be safer, people will spend"
352.12,356.64," less time on the site, they'll click on less ads, they'll make less money."
356.64,362.59999999999997," Howgen says Facebook understood the danger to the 2020 election, so it turned on safety"
362.59999999999997,366.08, systems to reduce misinformation.
366.08,369.68," But many of those changes, she says, were temporary."
369.68,373.08," And as soon as the election was over, they turned them back off or they changed the settings"
373.08,377.12, back to what they were before to prioritize growth over safety.
377.12,381.03999999999996, And that really feels like a betrayal of democracy to me.
381.03999999999996,384.12, Facebook says some of the safety systems remained.
384.12,392.84000000000003," But after the election, Facebook was used by some to organize the January 6th insurrection."
392.84000000000003,399.52," Prosecutor site Facebook posts as evidence, photos of armed partisans and text, including"
399.52,405.04," by bullet or ballot, restoration of the republic is coming."
405.04,410.52," Extremists used many platforms, but Facebook is a recurring theme."
410.52,418.12," After the attack, Facebook employees raged on an internal message board, copied by Howgen."
418.12,424.28, Haven't we had enough time to figure out how to manage discourse without enabling violence?
424.28,427.79999999999995, We looked for positive comments and found this.
427.79999999999995,434.68," I don't think our leadership team ignores data, ignores dissent, ignores truth."
434.68,437.03999999999996, But that drew this reply.
437.03999999999996,438.88, Welcome to Facebook.
438.88,442.32, I see you just joined in November 2020.
442.32,448.4, We have been watching wishy-washy actions of company leadership for years now.
448.4,453.28," Colleagues cannot conscience, working for a company that does not do more to mitigate"
453.28,457.0, the negative effects of its platform.
457.0,461.44, Facebook essentially amplifies the worst of human nature.
461.44,463.68, It's one of these unfortunate consequences.
463.68,464.68, Right?
464.68,466.24, No one at Facebook is malevolent.
466.24,471.28000000000003," But the incentives are misaligned, where Facebook makes more money when you consume more"
471.28000000000003,472.68, content.
472.68,478.56, People enjoy engaging with things that listen to emotional reaction and the more anger that
478.56,482.16," they get exposed to, the more they interact and more they consume."
482.16,488.84000000000003, That dynamic led to a complaint to Facebook by major political parties across Europe.
488.84000000000003,495.56, This 2019 Internal Report obtained by Howgen says that the parties feel strongly that
495.56,501.24, the change to the algorithm has forced them to skew negative in their communications on
501.24,506.52," Facebook, leading them into more extreme policy positions."
506.52,510.64," The European political parties were essentially saying to Facebook, the way you've written"
510.64,515.88, your algorithm is changing the way we lead our countries.
515.88,516.88, Yes.
516.88,522.08," You are forcing us to take positions that we don't like, that we know are bad for society."
522.08,527.36," We know if we don't take those positions, we won't win in the marketplace of social"
527.36,528.36, media.
528.36,534.76," Evidence of harm, she says, extends to Facebook's Instagram app."
534.76,540.24, One of the Facebook internal studies that you found talks about how Instagram harms teenage
540.24,541.24, girls.
541.24,542.24," Oh, yeah."
542.24,550.5200000000001, One study says 13.5% of teen girls say Instagram makes thoughts of suicide worse.
550.52,562.76," And what's super tragic is Facebook's own research says, as these young women begin"
562.76,567.6," to consume this eating disorder content, they get more and more depressed and it actually"
567.6,570.52, makes them use the app more.
570.52,575.28, And so they end up in this feedback cycle where they hate their bodies more and more.
575.28,580.76, Facebook's own research says it is not just that Instagram is dangerous for teenagers
580.76,587.48," that it harms teenagers, it's that it is distinctly worse than other forms of social media."
587.48,593.88, Facebook said just last week it would postpone plans to create an Instagram for younger
593.88,595.92, children.
595.92,601.04," Last month, Hougan's lawyers filed at least eight complaints with the Securities and Exchange"
601.04,605.28, Commission which enforces the law in financial markets.
605.28,610.9599999999999, The complaints compare the internal research with the company's public face.
610.9599999999999,617.64, Often that of CEO Mark Zuckerberg here testifying remotely to Congress last March.
617.64,621.0799999999999, We remove content that could lead to imminent real-world harm.
621.0799999999999,624.76, We've built an unprecedented third party fact checking program.
624.76,629.8399999999999," The system isn't perfect, but it's the best approach that we've found to address misinformation"
629.84,632.84, in line with our country's values.
632.84,636.36, One of Francis Hougan's lawyers is John Ty.
636.36,641.36, He's the founder of a Washington legal group called Whistleblower Aid.
641.36,645.5600000000001, What is the legal theory behind going to the SEC?
645.5600000000001,648.76, What laws are you alleging have been broken?
648.76,655.84," As a publicly traded company, Facebook is required to not lie to its investors or even"
655.84,658.52, with hold material information.
658.52,665.48, So the SEC regularly brings enforcement actions alleging that companies like Facebook and others
665.48,671.6, are making material misstatements and emissions that affect investors adversely.
671.6,676.24, One of the things that Facebook might alleges is that she stole company documents.
676.24,682.1999999999999," The Dodd-Frank Act passed over ten years ago at this point, created an office of the"
682.1999999999999,684.92, Whistleblower inside the SEC.
684.92,690.8399999999999, And one of the provisions of that law says that no company can prohibit its employees
690.8399999999999,696.4, from communicating with the SEC and sharing internal corporate documents with the SEC.
696.4,703.1999999999999," I have a lot of empathy for Mark, and Mark has never set out to make a hateful platform."
703.1999999999999,708.64, But he has allowed choices to be made where the side effects of those choices are that
708.64,712.48," hateful, polarized content gets more distribution more reach."
712.48,718.24," Facebook declined an interview, but in a written statement to 60 minutes it said,"
718.24,723.08, every day our teams have to balance protecting the right of billions of people to express
723.08,729.28," themselves openly, with the need to keep our platform a safe and positive place."
729.28,733.84, We continue to make significant improvements to tackle the spread of misinformation and
733.84,735.6800000000001, harmful content.
735.6800000000001,741.88, To suggest we encourage bad content and do nothing is just not true.
741.88,747.88," If any research had identified an exact solution to these complex challenges, the tech"
747.88,754.4399999999999," industry, governments and society would have solved them a long time ago."
754.4399999999999,757.88, Facebook is a $1 trillion company.
757.88,766.4," Just 17 years old, it has 2.8 billion users, which is 60 percent of all internet connected"
766.4,768.76, people on earth.
768.76,773.24, This is howgan plans to testify before Congress this week.
773.24,777.84, She believes the federal government should impose regulations.
777.84,779.08, Facebook is demonstrated.
779.08,781.3199999999999, They cannot act independently.
781.3199999999999,785.04, Facebook over and over again has shown it uses profit over safety.
785.04,788.72, It is subsidizing its pain for its profits with our safety.
788.72,793.24," I'm hoping that this will have had a big enough impact on the world, that they get the"
793.24,799.84, fortitude and the motivation to actually go put those regulations into place.
799.84,805.32, Let's buy home.
805.32,807.32, More from the Facebook whistleblower.
807.32,808.32, Publishers?
808.32,809.32, No.
809.32,811.52, You are more likely to engage with angry content.
811.52,815.28, At 60MinutesOverTime.com sponsored by Colorguard.
