Start Time,End Time,Text
205.92,211.56," to put pressure on Russia, we're also determined that this war not expand, not get broader."
211.56,212.56, Excuse me.
212.56,218.76," As we were speaking to Secretary Blinken, news broke that a UN investigative commission"
218.76,225.84, had found evidence of rape and torture of children in Russian-occupied Ukraine.
225.84,231.67999999999998," The panel goes on to say, based on the evidence gathered by the commission, it has concluded"
231.67999999999998,237.12, that war crimes have been committed in Ukraine.
237.12,241.6, What does justice look like for Ukraine?
241.6,248.6," Justice looks like accountability, accountability for those who perpetrated these war"
248.64,253.28," crimes, these atrocities, as well as for those who ordered them."
253.28,258.2, And it's one of the reasons why we're doing everything we can to support those who are
258.2,265.12, trying to compile the evidence and to investigate and ultimately to prosecute those responsible.
265.12,266.12, To prosecute?
266.12,267.88, Do you believe there should be war crime trials?
267.88,269.96, I was in Ukraine a couple of weeks ago.
269.96,272.96, One of the places I visited was a city called Erpen.
272.96,278.04," And I saw residential buildings, building block after building block, totally bombed"
279.04,279.24, out.
279.24,282.88, This was the totally indiscriminate use of force.
282.88,288.76000000000005," Wherever the Russian tide recedes, what's left in its wake is very clear evidence of atrocities"
288.76000000000005,290.08000000000004, and war crimes.
290.08000000000004,292.36, The bodies I saw were not fake.
292.36,298.72," Attracities were laid before the UN Security Council last Thursday, drawing from the Russian"
298.72,302.24," foreign minister, a dubious defense."
302.24,309.52, When Sergei Lavrov says that the atrocities have been staged and it is Russia that is
309.52,314.76," the victim, Tony Blinken is sitting there thinking what?"
314.76,316.12, This is Alice in Wonderland.
316.12,317.8, It's the world upside down.
317.8,322.32," Up is down, white is black, truth is false."
322.32,325.8, But here's the things got.
325.8,332.14," All of these words, all of these words ring totally hollow to every member on the"
332.14,333.14, Security Council.
333.14,339.86, So this spewing of words is not having an effect.
339.86,346.53999999999996," On the contrary, I think it just shows the total disconnect between Russia and virtually"
346.53999999999996,348.97999999999996, the entirety of the rest of the world.
348.97999999999996,355.21999999999997," At the moment we spoke to the Secretary, Russia was hurrying through what it calls elections"
355.22,362.46000000000004, to force these areas of Ukraine's occupied east and south into the Russian Federation.
362.46000000000004,366.26000000000005, These so-called elections are a sham period.
366.26000000000005,372.18," They go in, they put in puppet governments, local governments, and then they proceed with"
372.18,378.54," a vote, which they'll manipulate in any event, in order to try to declare the territory,"
378.54,380.26000000000005, Russian territory.
380.26000000000005,381.62, It is not.
381.62,387.7," It will never be recognized as such, and the Ukrainians have every right to take it back."
387.7,392.66, Blinken came to our interview after meeting China's foreign minister.
392.66,398.0," China has been raising pressure on the Democratic island of Taiwan, which, in our conversation"
398.0,403.3," last week, President Biden pledged to defend with force."
403.3,410.58," So unlike Ukraine to be clear, sir, U.S. forces, U.S. men and women would defend Taiwan in"
410.58,412.58, the event of a Chinese invasion.
412.58,414.08, Yes.
414.08,420.82, But official U.S. policy is and has been for decades to remain ambiguous about defending
420.82,422.14, the island.
422.14,425.7, China has acted increasingly aggressively when it comes to Taiwan.
425.7,429.14, That poses a threat to peace and stability in the entire region.
429.14,433.94, The Chinese foreign minister must have asked you to explain the president's remarks.
434.94,442.46," We had a conversation about our different approaches to Taiwan, and I reiterated what"
442.46,447.82," the president has said, and what he said clearly and consistently, our continuity adherence"
447.82,457.14," to the one-China policy, our determination that the differences be resolved peacefully,"
457.14,463.65999999999997," our insistence that peace and stability be maintained in the Taiwan Straits, and our"
463.65999999999997,468.53999999999996, deep concern that China was taking actions to try to change that status quo.
468.53999999999996,470.06, That's what the issue is.
470.06,475.86, Blinken warns that turbulence in the Taiwan strait would wash around the world.
475.86,479.26, Taiwan itself were anything to happen.
479.26,484.46, It is where virtually all the semiconductors are made.
484.46,490.06, One of the reasons we are now investing so heavily in our own capacity to produce semiconductors
490.06,491.06, here in the United States.
491.06,496.85999999999996," We design them, but the actual production is done in a handful of places in Taiwan produces"
496.85999999999996,497.85999999999996, most of them.
497.85999999999996,501.78," If that's disrupted, the effects that that would have on the global economy could be devastating."
501.78,508.26," Last week, on 60 minutes, the president of Iran told Leslie Stahl he would consider re-entering"
508.26,512.22, the deal to restrict Iran's nuclear weapons program.
512.22,514.9, The Trump administration had canceled it.
514.9,517.5, Blinken doubts that Iran is serious.
517.5,525.78, Iran has continued to try to add extraneous issues to the negotiation that we're simply
525.78,527.6600000000001, not going to say yes to.
527.6600000000001,529.74, We will not accept a bad deal.
529.74,534.9, The response that they've given to the last proposals put forward by our European partners
534.9,538.26, have been a very significant step backwards.
538.26,543.9399999999999, And so I don't see any prospects in the very near term to bring this to a conclusion.
543.9399999999999,545.86, Anthony Blinken is 60.
545.86,549.14, One of his grandparents was born in Ukraine.
549.14,554.9399999999999," His stepfather survived the Holocaust, and his father was a U.S. ambassador."
554.9399999999999,560.34," Blinken has spent 30 years in foreign policy for Democrats, mostly in the Senate and the"
560.34,561.34, White House.
561.34,566.8199999999999, That's him in the back of the room during the strike on Osama bin Laden.
566.82,574.4200000000001, His philosophy on American diplomacy is robust engagement with what he calls humility and
574.4200000000001,575.82, confidence.
575.82,581.1," If we don't engage, if we're not leading, then one of two things."
581.1,585.0600000000001," Either someone else is, and probably not in a way that's going to advance our interest"
585.0600000000001,587.7," and values, or no one is."
587.7,588.98, And then you tend to have chaos.
588.98,592.3800000000001, You get a vacuum that's filled by bad things before it's filled with good things.
592.3800000000001,594.98, Because the world does not organize itself.
594.98,600.58, There's not a single big problem that's affecting the lives of our citizens that we can effectively
600.58,606.02," solve alone, whether it's climate, whether it's COVID, whether it's the effect of all of"
606.02,608.7, these emerging technologies on our lives.
608.7,612.86, We have to be working with others to try to shape all of this in a way that's actually
612.86,617.3000000000001," going to make our people, as well as other people, a little bit more secure, a little bit"
617.3000000000001,620.26," more prosperous, a little bit more full of opportunity."
620.26,629.06," In January 6th, given the fabricated controversy over the election results, do you find that"
629.06,634.9399999999999, countries around the world are worried about the stability of the United States?
634.9399999999999,640.46, It's no secret that we have challenges within our own democracy.
640.46,642.86, They're playing out before the entire world.
642.86,646.66," We don't sweep them under the rug, even when it's painful."
646.66,652.8199999999999," So I'm able to say to other countries that bring these up, yes, we've got our problems,"
652.8199999999999,654.2199999999999, but we're confronting them.
654.2199999999999,655.5799999999999, We're dealing with them.
655.5799999999999,657.54, You might do the same thing.
657.54,662.02, Your father was US ambassador to Hungary.
662.02,667.98," And as we sit here on Friday afternoon, he passed away last night."
667.98,675.22, And I wonder why you decided to keep such a busy schedule the day after that tragedy
675.22,677.82, in your family?
677.82,682.3000000000001, My dad was 96 years old.
682.3000000000001,685.62, He was in so many ways my role model.
685.62,690.6600000000001," He built a remarkable business, one of the leading investment banks in this country over"
690.6600000000001,691.94, many years.
691.94,700.9," He led a life of dignity, of decency, of modesty, that is something I've pretty much aspired"
700.9,701.9, to.
701.9,708.54," I guess I thought that honoring everything that he shared with me, the best way to do that"
708.54,711.6999999999999, was to continue doing my job.
711.6999999999999,717.74, That job for the foreseeable future will be consumed with a question that has defeated
717.74,725.18," generations of diplomats, how to keep a small war in Europe from igniting the world."
725.18,728.78, Are there any talks currently that we may not have heard about?
728.78,733.66, Are there no talks because Russia has not demonstrated any willingness in this moment
733.66,735.9399999999999, to engage in meaningful discussions?
735.9399999999999,741.14," If and when that changes, we will do everything we can to support a diplomatic process."
741.14,743.5799999999999, Is Vladimir Putin losing this war?
743.5799999999999,747.18, He's already lost in terms of what he was trying to achieve because keep in mind what
747.18,753.9399999999999, he said very clearly from the start is his objective was to erase Ukraine's identity
753.9399999999999,756.02, as an independent country.
756.02,757.86, That has already failed.
757.86,759.82, The Ukrainians are fighting for their own land.
759.82,761.66, They're fighting for their own country.
761.66,763.62, The Russians are not.
763.62,768.5," And these Russian soldiers who are being thrown into this conflict, often not knowing where"
768.5,771.7, they're going or what they're doing.
771.7,774.34, This is not something that they want to be fighting for.
774.34,777.62, The Ukrainians are fighting for their own future.
777.62,779.54, They're fighting for their own land.
779.54,780.66, They're fighting for their own lives.
