Start Time,End Time,Text
343.26,349.78000000000003, Let it be absolutely clear to the Iraqi government that a repetition of its past mistakes will
349.78000000000003,354.66, be met by my government with the same resolve as before.
354.66,357.42, She threatened Haiti's military leaders.
357.42,364.02, You can depart voluntarily and soon or you can depart involuntarily and soon.
364.02,369.58, And she used an undiplomatic Spanish word to express her contempt for the way Cuban fighter
369.58,375.53999999999996, pilots boasted about shooting down two unarmed American civilian planes last year.
375.53999999999996,379.34," Frankly, this is not Cahone's."
379.34,381.09999999999997, This is cowardice.
381.09999999999997,385.85999999999996," Her boss, President Clinton, called that the best one-liner in his administration's foreign"
385.85999999999996,387.34, policy.
387.34,391.26, And it reflected something else that's different about Madeline Albright.
391.26,397.42," She's willing, her critics say, to willing, to send American troops into foreign conflicts."
397.42,404.18," She backed using American military force in Haiti, in Somalia, in Rwanda, and in Bosnia."
404.18,411.38," Rather than feeling that it is wrong to interfere, I always believe that if you can stop something"
411.38,419.06, early and you can show the support of free countries for those who are under totalitarianism
419.06,421.7," and it's worth doing, that's my mindset."
421.7,426.82, There are a lot of people who would read that as you're willing to put American military
426.82,428.82, men and women in harm's way.
428.82,437.86, The ability of America to marry force and diplomacy is something that is very important to the
437.86,439.86, maintenance of our values.
439.86,446.9," And I think that we have to be very, very selective when we think about using our military, but"
446.9,449.65999999999997, we can't be afraid to.
449.65999999999997,452.53999999999996, Diplomacy was not in her career plan in college.
452.53999999999996,457.26, She covered politics for the student newspaper and wanted to become a journalist.
457.26,463.73999999999995," Three days after graduation in 1959, she married Joseph Albright, a reporter and heir to a newspaper"
463.73999999999995,464.9, fortune.
464.9,467.7, But his job stood in her way.
467.7,473.73999999999995," One of my husband's editors actually said to me, honey, you may want to be a reporter,"
473.74,479.46000000000004, but you can't be on a competing paper and you can't be on the paper that your husband
479.46000000000004,481.82," works on, so why don't you find another career?"
481.82,482.82, And I did.
482.82,483.82, And I didn't fight it.
483.82,485.22, So you could have been a journalist?
485.22,486.22, I could have.
486.22,488.06, Could have ended up covering the State Department?
488.06,491.26," Well, I could have and I could have asked Nasty questions."
491.26,496.98, Do you get peved at all when people focus on appearance rather than substance?
496.98,502.58," What it is noted, what I have on, or whether I'm going to have a facelift, I think that"
502.58,504.5, I get to be down.
504.5,509.02," I haven't had a facelift, by the way."
509.02,514.54, The story will continue after this.
514.54,520.5," Albright had her first children, twins in 1961, but she was determined to have a career"
520.5,521.66, as well.
521.66,524.78, She went to graduate school and got involved in politics.
524.78,530.38," She worked on Capitol Hill for then-Senator Ed Muske, and then moved to the Carter White"
530.38,533.3, House as an aide to the National Security Council.
533.3,537.98," When you went to work for Senator Muske, your first paying job, your 39 years old, you"
537.98,540.34, must have felt you had a lot of catching up to do.
540.34,541.34, Did you ever plan?
541.34,542.34, I never had a plan.
542.34,550.86, And I've said this to a lot of young women is that the only plan I ever had was to try
550.86,556.26," to use the knowledge that I had, work hard and have a good time."
556.26,558.1, My version of good time.
558.1,559.1, Which is?
559.1,563.22, To work hard and make a difference.
563.22,565.1800000000001," Is Hokey, is that my sound?"
565.1800000000001,571.7," If Albright's professional life had a Hokey storybook quality, not so her personal life,"
571.7,575.74, what would you say was the greatest setback in your life?
575.74,583.5," Well, a diversion from plan, I must say, was my divorce, probably, in that I had not"
583.5,584.5, expected that.
584.5,591.34, And I had expected to continue in what I was doing and live happily ever after.
591.34,592.34, You didn't see it coming?
592.34,594.18, I certainly did not.
594.18,598.18, Did that change you in some way?
598.18,599.38, Did you become more determined?
599.38,601.46, Did you feel you had something to prove?
601.46,604.22," No, I think it made me more self-reliant, though."
604.22,611.26," I think if it taught me anything, it was to rely on my own judgment and to do what I"
611.26,615.38, needed to do for my daughters and for myself.
615.38,620.58," After the breakup of her 23-year marriage, Albright got a job teaching international relations"
620.58,623.22, at Georgetown University in Washington.
623.22,627.1, But she tried to teach the women in her classes something else.
627.1,635.7," To interrupt, I found that as a woman kind of working my way up in the government was"
635.7,641.62, that women often wait too long in meetings to make their views known.
641.62,646.3000000000001, And then all of a sudden some man says whatever it is that you were going to say and everybody
646.3000000000001,647.94, thinks it's brilliant.
647.94,653.1400000000001, So I basically taught people never to raise their hands and interrupt.
653.1400000000001,655.3000000000001, And I think that that's what women need to do.
