Start Time,End Time,Text
245.58,250.34," In order to deal with what he calls some of the crazy ideas coming from the White House,"
250.34,253.18, Esper and Milley came up with a system.
253.18,257.22," I come up with this idea, actually, Mark Milley and I discuss it, what we call the four"
257.22,258.22, noses.
258.22,264.34000000000003, The four things we had to prevent from happening between then and the election.
264.34000000000003,271.26," And one was no strategic retreats, no unnecessary wars, no politicization of the military, and"
271.26,273.14, no misuse of the military.
273.14,277.42," And so as we went through the next five to six months, that became the metric by which"
277.42,279.14, we would measure things.
279.14,285.06," Esper told us he had reason to be concerned, not just about an unnecessary military conflict"
285.06,290.82," with an adversary, but with one of our closest neighbors and largest trading partners."
290.82,296.18, The president pulls me aside on at least a couple occasions and suggests that maybe we
296.18,299.74, have the US military shoot missiles into Mexico.
299.74,301.7, Shoot missiles into Mexico for what?
301.7,304.06, He would say to go after the cartels.
304.06,308.62," And we would have this private discussion where I'd say, Mr. President, you know, I understand"
308.62,312.34000000000003, the motive because he was very serious about dealing with drugs in America.
312.34000000000003,313.34000000000003, I get that.
313.34000000000003,316.46," We all understand, but I had to explain to him, we can't do that."
316.46,318.02, It would violate international law.
318.02,320.54, It would be terrible for our neighbors to the South.
320.54,322.94," It would, you know, impact us in so many ways."
322.94,324.82, Why don't we do this instead?
324.82,328.3, You politely push back on the idea.
328.3,331.94, Did President Trump really say no one would know it was us?
331.94,332.94, Yes.
332.94,333.94, Yes.
333.94,334.94, He said that.
334.94,337.62," And I just thought it was fanciful, right?"
337.62,339.14, Because of course it would be us.
339.14,344.54," I was reluctant to tell this story because I think I thought people won't believe this,"
344.54,351.02, that they'll think I'm just making it up and folks in Trump's orbit will dispute it.
351.02,357.1, And then I was having dinner after the election in 2020 with a fellow cabinet member.
357.1,361.02," And he said to me, he goes, you know, remember that time when President Trump suggested"
361.02,364.46, you shoot missiles into Mexico?
364.46,365.94," And I said to him, you heard that?"
365.94,367.94," And he goes, oh, yeah, I couldn't believe it."
367.94,371.54, And I couldn't believe how well you managed to talk to him down from that.
371.54,374.58," And at that moment, I knew I got to write the story because I at least had one witness"
374.58,377.18, who will verify that this really did happen.
377.18,382.06," When asked whether Esper's story about Mexico was true, Donald Trump said in a statement"
382.06,385.02," to 60 minutes, no comment."
385.02,390.1," Esper says to fact check his book, he sent all or parts of his manuscript to more than"
390.1,395.5," two dozen current and former four star officers, senior civilians from the Pentagon and"
395.5,397.14, cabinet members.
397.14,403.86, 60 minutes spoke to six of them who said what they read was accurate.
403.86,408.62," During the late spring of 2020, it was not a foreign crisis, but the murder of George"
408.62,414.9, Floyd and Minneapolis that Esper calls a turning point in his time as Secretary of Defense.
414.9,421.3," On the night of May 31st, in Washington, protests for racial justice were marred by rioters"
421.3,424.1, who set parts of Washington ablaze.
424.1,427.38, And Esper says enraged President Trump.
427.38,431.70000000000005," At a meeting the next morning, Esper told us the commander in chief was on the verge of"
431.70000000000005,436.86," ordering 10,000 active duty troops into the streets of the Capitol."
436.86,440.22, What was the most disturbing thing that the president said during that meeting on June
440.22,441.22, 1st?
441.22,444.46000000000004, The president is ranting at the room.
444.46000000000004,448.14000000000004, He's using a lot of foul language.
448.14000000000004,450.18," You all are effin losers, right?"
450.18,453.26000000000005," And then he says it to the vice president, Mike Pence."
453.26,455.94, He's using the same language and he's looking at Pence.
455.94,457.58, He called Mike Pence at effiners.
457.58,462.53999999999996," He didn't call him directly, but he was looking at him when he was saying it."
462.53999999999996,463.98, And it really caught my attention.
463.98,466.82, And I thought that we're at a different spot now.
466.82,473.7, He's going to finally give a direct order to deploy paratroopers into the streets of
473.7,474.7," Washington, D.C."
474.7,476.7, And I'm thinking with weapons and bayonets.
476.7,478.74, And this would be horrible.
478.74,484.58, What specifically was he suggesting that the U.S. military should do to these protesters?
484.58,487.78000000000003," He says, can't you just shoot them?"
487.78000000000003,490.14, Just shoot them in the legs or something?
490.14,492.86," And he's suggesting that that's what we should do, that we should bring in the troops and"
492.86,494.46000000000004, shoot the protesters.
494.46000000000004,500.3, The commander in chief was suggesting that the U.S. military shoot protesters.
500.3,503.94," Yes, in the streets of our nation's Capitol."
503.94,506.18, That's right.
506.18,507.18, Shocking.
507.18,513.38," In other countries, a government used their military to shoot protesters."
513.38,514.54, What kind of governments are those?
514.54,516.02," Well, those are banana republics, right?"
516.02,518.22, Or are authoritarian regimes.
518.22,521.98," We all remember Tiananmen Square, right in China."
521.98,527.66," Regarding whether he suggested shooting protesters in his statement former president Trump said,"
527.66,531.62," this is a complete lie, and 10 witnesses can back it up."
531.62,537.42," Like Esper was weak and totally ineffective, and because of it, I had to run the military."
537.42,542.3," Esper told us he wanted to avoid the president invoking the Insurrection Act, which would"
542.3,545.9, have allowed Mr. Trump to deploy active duty troops.
545.9,551.14," Instead, Esper says he helped mobilize 5,000 members of the National Guard, whose mission"
551.14,554.7, includes responding to civil unrest.
554.7,559.9," And to playcade, Mr. Trump, Esper writes he also ordered part of the 82nd Airborne up from"
559.9,565.14," Fort Bragg, North Carolina, to a base just outside Washington."
565.14,570.18," That evening, the U.S. Park police used force to clear protesters from Lafayette Park,"
570.18,573.86, and the cabinet was called back to the White House.
573.86,578.02," The president greets us, and I say, where are we going?"
578.02,585.02," And he just ignores it and starts walking out the door and crossing across the lawn,"
585.02,586.18, heading out the gate.
586.18,589.06," And as we round that corner, the press is all over."
589.06,593.38," All over the place filming, taking pictures, and it just dawned on me at that point in time"
593.38,594.9, that we've been duped.
594.9,596.38, Duped how?
596.38,599.42," This is now political stunt, right?"
599.42,606.4599999999999," And we, I, allowed myself to be put in that position, and it only gets worse, right?"
606.4599999999999,607.4599999999999, How does it get worse?
607.4599999999999,612.0999999999999," Well, we end up in Lafayette Park, up near the church, and that's where the president"
612.1,616.58," steps out of the crowd, if you will, goes up, picks up the Bible, and holds it up for"
616.58,617.94, everybody's seat.
617.94,622.26, And I eventually get directed to come up and join him.
622.26,626.78, And I made that mistake to kind of be there in the first place and to join him.
626.78,632.02," Within 24 hours, Esper says he sent out a message to employees of the Department of Defense,"
632.02,637.4200000000001, reminding them they must remain apolitical and protect freedom of speech.
637.4200000000001,639.5400000000001, Then he decided that wasn't enough.
639.54,645.02," The Republic felt wobbly, and that's what prompted me to decide to go before the podium"
645.02,648.3, at the Pentagon on June 3rd and say what I said.
648.3,652.06, The option to use active duty forces in a law enforcement role should only be used as
652.06,657.9," a matter of last resort, and only in the most urgent and dire of situations."
657.9,661.14, We are not in one of those situations now.
661.14,664.38, I do not support invoking the Insurrection Act.
664.38,667.3," Right after that, Esper was summoned to the White House."
667.3,670.9399999999999, He says he was sure Donald Trump would fire him.
670.9399999999999,673.2199999999999, Why did you think he would fire you?
673.2199999999999,677.66," Because I publicly rebuked him, and what I would learn later is at the White House is he"
677.66,681.3399999999999, thought I took away his authority to invoke the Insurrection Act.
681.3399999999999,685.0999999999999, He did not believe that he had the authority to impose it.
685.0999999999999,686.0999999999999," So, literally, you might have."
686.0999999999999,687.74, I suppose at a political level.
687.74,690.3," I did, but he still had that authority."
690.3,693.26, What he also knew was I wasn't going to go along with him.
693.26,697.7, Esper believes President Trump didn't fire him at the time because it may have hurt Mr.
697.7,700.22, Trump's chances for re-election.
700.22,705.06," Esper also told us he did not vote for either Joe Biden or Donald Trump, but mailed in a"
705.06,707.3, ballot for another candidate.
707.3,709.22, Your lifelong Republican.
709.22,716.46," But in this book, you detail how you subverted many of the president's wishes."
716.46,718.06, People will say you were disloyal.
718.06,721.66, I never disabayed a direct order from the President of the United States.
721.66,727.98," I was fortunate that he often didn't give direct orders, but otherwise I did what I thought"
727.98,732.6999999999999," was best for the nation and for our security, and completely within the authority granted"
732.6999999999999,734.26, to me under the law.
734.26,740.02," Critic will say, why now in a book, why didn't you speak out during the Trump administration?"
740.02,741.1, It's very simple.
741.1,743.98," If I spoke out at the time, I would be fired."
743.98,744.98, Number one.
744.98,749.74," And secondly, I had no confidence that anybody that came in behind me would not be a real"
749.74,751.34, Trump loyalist.
751.34,753.62, And Lord knows what would have happened then.
753.62,758.38," Esper says six days after the election, he and his staff could hardly believe they were"
758.38,760.22, still at the Pentagon.
760.22,763.34, Then he got word that the President planned to fire him.
763.34,768.98," The phone ring and Donald Trump's chief of staff, Mark Meadows, was on the line."
768.98,773.26," You write in the book, he says, the President's not happy with you."
773.26,775.9, He feels you haven't supported him enough.
775.9,779.38," He added, you aren't sufficiently loyal."
779.38,781.66, And then you replied.
781.66,784.66," I say, you know, that's his prerogative to fire me."
784.66,787.66," But I say, my oath is to the Constitution, not to him."
