Start Time,End Time,Text
271.84,280.72, All of this is very bureaucratic. That's why the way I am talking to them is absolutely justifiable.
280.72,286.32, I don't have any more lives to give. I don't have any more emotions.
286.32,293.12, I'm no longer interested in their diplomacy that leads to the destruction of my country.
293.92,298.64," A lot of countries have changed their mind about Ukraine and about our people,"
299.44,301.92, but I think we've paid too high a price for that.
307.92,313.04, We are defending the ability of a person to live in the modern world.
314.64,316.64, We are defending the right to live.
317.76,320.16, I never thought this right was so costly.
320.56,328.88000000000005," These are human values, so that Russia doesn't choose what we should do and how I'm exercising my rights."
329.76000000000005,333.92, That right was given to me by God and my parents.
336.0,343.68," God was hard to find on our visit to Kyiv's northern suburbs, which Russia occupied for weeks."
344.56,347.6, Much of what we found will be difficult to watch.
348.56,357.36," Behind San Andrew's Church, there is a sandy trench, not quite full, of civilian residents of the town of Buccia."
358.56,364.0," Ukraine stopped the Russians here, 45 minutes from the center of the capital city."
364.8,370.8," The Russian retreat was so hasty, it seems there was no time to cover up the war crimes."
372.24,376.64000000000004, President Zelensky visited Buccia two days before our interview.
377.6,379.04, What did you see in Buccia?
380.88,381.92, Smert.
381.92,382.72, Death.
382.72,384.08000000000004, Prost-smert.
384.08000000000004,385.68, Just death.
387.20000000000005,395.28000000000003, Last Monday was the first time Zelensky saw with his own eyes what Russia has done in what Vladimir Putin calls
396.0,398.0, the liberation of Ukraine.
400.24,405.44," The day after our interview, we found civilian neighborhoods in Buccia,"
406.0,407.6," blocks and blocks,"
408.32,412.16, shelled and blasted with no purpose but terror.
413.28,420.4," Bodies and parts of bodies lay in the streets, left out like trash Zelensky told us."
421.44,426.56," No one knows how many victims are still in their homes, yet to be found."
428.0,433.84," There is a photograph, Mr. President, of you in Buccia, with an expression on your face that you"
433.84,439.67999999999995," have not allowed your people to see during this war. And I wonder what we're seeing there,"
439.67999999999995,442.4, is that heartbreak? Is it anger?
443.59999999999997,445.11999999999995, It's anger.
447.2,447.84, It's anger.
452.4,458.4," Because we don't understand the Russians, you can't really understand this world,"
458.47999999999996,462.15999999999997," that there are people on this planet who give these orders,"
463.67999999999995,465.2, and people who carry them out.
467.84,474.56," In Buccia, neighborhood relief for the hungry and the homeless looked like World War II in color."
475.35999999999996,481.76, Valerie Metvenko was so angry about the senseless Russian bullet wound in his leg.
482.47999999999996,485.35999999999996, We can't repeat what he told us in English.
485.52000000000004,491.12," Some of the Russians were normal, some of them were totally crazy."
491.12,496.8," You could walk and they would shoot sometimes up in the air, sometimes at your legs,"
496.8,498.72, so you'd have to jump in front of them.
498.72,502.16, Cars were run over by Russian tanks.
502.16,504.16, Very brutal.
504.16,505.92, Not human.
505.92,515.28," We met Tatiana Demy Trevina, who compressed the occupation into a single world."
515.44,517.44, Horror.
517.44,519.44, Horror.
519.44,521.2," Horror, she said."
521.2,524.32, Gunfire was non-stop day and night.
524.32,529.36, Thanks to God it all passed and we survived. It's simply a miracle.
529.36,532.72, I had two grandchildren with me in the basement.
532.72,537.12, I never thought I would live to see this horror.
537.12,545.28, Mr. Zelensky told us that he couldn't believe that human beings could do something like this.
545.8399999999999,548.3199999999999, We never believed it either.
548.3199999999999,550.16, We are simply in shock.
550.16,551.36, All of us.
551.36,556.0799999999999, What evidence is there of war crimes across Ukraine?
556.0799999999999,563.68," The Ukrainian security service has intercepted communications, he told us."
563.68,569.92, There are Russian soldiers talking with their parents about what they stole and who they abducted.
570.56,575.36, There are recordings of Russian prisoners of war who admitted to killing people.
576.8,582.4, There are pilots in prison who had maps with civilian targets to bomb.
583.5999999999999,587.8399999999999, There are also investigations being done based on the remains of the dead.
594.64,599.68," I think everyone who made a decision who issued an order, who fulfilled an order,"
600.0799999999999,605.1999999999999," everyone who is relevant to this, I believe they are all guilty."
610.64,614.24, I do believe he's one of them. That's what I believe.
616.4,621.28," The slaughter of civilians could have been stopped, Zelensky told us."
621.28,626.64," He's deeply grateful for the weapons NATO and the US are sending around the clock,"
626.64,632.56, but he's bitterly disappointed the Allies refuse to impose a no-fly zone over Ukraine.
633.28,637.52," President Biden has called that an invitation to World War III,"
638.16,644.56, but in Zelensky's view it's the kind of inaction the world has suffered before.
645.6,649.6," Mr. President, in a speech to NATO, you said, quote,"
657.12,663.12, Are you saying that the West bears some responsibility for these atrocities?
664.88,672.48," He told us, I remember, all of us remember, books about the Second World War and about the devil in uniform."
675.28,679.6, Are those countries who did not participate in the war responsible?
680.16,683.52, The countries who let German forces march throughout Europe.
684.0799999999999,687.52, Does the world carry responsibility for the genocide?
688.24,693.52," Yes, yes it does. When you have the ability to close the sky."
695.92,700.88," Yes, it's scary that a world war could start. It's scary, I understand that."
701.1999999999999,705.92, And I cannot put pressure on these people because everyone is afraid of war.
706.88,712.0799999999999," But whether the world is responsible for this, I believe so."
712.1600000000001,713.76," Yes, I believe so."
714.8000000000001,718.8000000000001," Stand in front of the mirror every day and ask yourself,"
718.8000000000001,723.44, Were you able to do something or were you unable to do something?
724.32,729.44, You will find the answer in the mirror to this question and to another question.
732.5600000000001,738.0, That's what I believe. Perhaps Zelensky reaches for World War II because of his
738.0,744.0," homeland's history of catastrophe. And because he's Ukraine's first Jewish president,"
744.8,751.92," Zelensky is 44 years old, holds a law degree, he's married with a son and a daughter. His family is"
751.92,758.32," safe somewhere in Ukraine. In this war, Zelensky is the leading man in a tragedy."
760.16,766.4," But he's worked his entire career to make people laugh. He was Ukraine's favorite comedian,"
766.4,769.6, whose sitcom was popular in Russia too.
771.36,778.3199999999999," In his show called Servant of the People, he played a high school history teacher whose anger"
778.3199999999999,782.88, at corruption in Ukraine explodes into a profane rant.
785.6,790.3199999999999, A student posts the tirade and the teacher is elected president.
791.2,801.6," In 2019, Zelensky turned parody into power. He ran on an anti-corruption platform and 173% of the vote."
802.24,810.1600000000001, He was 41 years old. He brought longtime friend and business partner Andrei Yermak in as chief of staff.
810.8000000000001,818.8800000000001," He's smart, he's strong, he's brave, and he's a person who is self-made."
819.52,826.8," Zelensky, it's not just the leader of our heroic nation. I think he's the leader of the free world."
827.4399999999999,831.84, Why do you say president Zelensky is the leader of the free world now?
832.48,838.64, Because Ukraine defends not just Ukraine. We defend all democracy.
839.12,846.3199999999999, Zelensky has been defending Ukraine since his inauguration day. That green t-shirt which caught the
846.3199999999999,853.92, eye of the world was no surprise to Ukrainians. He keeps fatigues in his office because he often
853.92,860.3199999999999," visited the battlefront near the Russian border, where Ukraine has been in a shooting war with Russia"
860.3199999999999,868.56, since 2014. That was when Putin invaded part of Ukraine called the Donbass and seized Ukraine
868.88,877.3599999999999," Crimea peninsula. In 2014, before Zelensky was elected, a Russian anti-aircraft battery in Ukraine"
878.0,888.9599999999999," shot down an airliner killing 298 civilians. In our interviews, Zelensky told us he's been trying"
888.9599999999999,895.92," to warn the world that Putin will not stop at Ukraine. Mr. President, it appears that the free"
896.0,903.36, world has calculated that the suffering of your people is not worth even the risk of a nuclear
903.36,912.88, exchange. I think so. That's how it is. Some are using that politically as an excuse by saying
912.88,920.0, we can't defend Ukraine because there could be a nuclear war. I think that today no one in this
920.08,926.24," world can predict what Russia will do. If they invade further into our territory, they will"
926.24,933.44, definitely move closer and closer to Europe. They will only become stronger and less predictable.
933.44,941.2, President Biden says he is outraged by Buccia. NATO leaders say they are outraged by Buccia.
941.9200000000001,951.44, So what should they do now? Weapons number one. They need to be very serious about it. They
951.44,958.08, definitely understand what I'm talking about right now. They have to supply weapons to Ukraine
958.08,963.9200000000001, as if they were defending themselves and their own people. They need to understand this.
964.7199999999999,970.0," If they don't speed up, it will be very hard for us to hold on against this pressure."
971.1999999999999,976.88, The second factor is sanctions because we found some things in sanctions that are easy for
976.88,983.68, financial experts to circumvent. Russia has been circumventing them and this is absolutely true.
983.68,992.0799999999999, The Western world knows it. This shouldn't be allowed. This is not a movie. This is real life.
992.88,998.64, Stop fearing the Russian Federation. We've shown we are not afraid.
1000.24,1006.5600000000001," When we come back in the wake of the Buccia atrocities, President Zelensky tells the United States"
1006.5600000000001,1021.44," what he must have to survive. Friday, a Russian missile strike hit a crowd of"
1021.44,1029.2," refugees striving to escape Eastern Ukraine by train. At least 50 were killed, five children."
1030.0,1036.72," Ukrainian President Volodomir Zelensky calls it a war crime. Tonight, Zelensky is fighting a powerful"
1036.72,1043.28," Russian assault on Ukraine's east and south. Russia has not seized its strategic objectives,"
1043.28,1051.1200000000001," so instead it shelling defiant cities to ruin. The one exception, at least now, is Kiev."
1051.76,1059.28," In a feat of arms no one expected, Ukraine's outgunned army defeated the massive Russian force"
1059.28,1065.92, that had been ordered to take the capital city. The story will continue in a moment.
1072.0800000000002,1078.48," Kiev survives for the moment, a capital of mummified monuments and 19th century grace."
1079.2,1087.28," Before, it was a bumper to bumper city with three million residents, but now the streets are"
1087.28,1095.2," congested only by shadows. Air raids are still a danger, but after nearly seven weeks,"
1095.2,1098.24, the siren doesn't quicken the step like it used to.
1098.4,1101.92, Have you won the Battle of Kiev?
1104.64,1105.1200000000001, Kiev.
1109.68,1116.96," I think yes, but this isn't the final victory. I will only be able to tell after we win this war."
1118.64,1125.6," When we liberate our country, then I'll be able to tell, because Bucha is part of"
1125.6,1132.08," the Greater Kiev, Bucha, Irpin, Hostamel. If the people of those towns were wiped out,"
1132.08,1139.6799999999998," then did we win this battle? I'm not sure. We've withstood, and we did not give up what is"
1139.6799999999998,1143.6799999999998," ours, but whether we won, I can't say."
1147.1999999999998,1154.48, No one expected Ukraine to fight Russia to a standstill. And I wonder how did you manage?
1154.96,1164.08," We united as a nation. Even though our people understood that they would be outnumbered tenfold,"
1164.08,1171.28," and there would be no way out, just no way out, we fought for our existence and for survival."
1174.16,1181.1200000000001," That's the combined heroism of everyone, of the people, of the authorities, of the armed forces."
1181.4399999999998,1184.2399999999998, We became a single fist.
1187.36,1194.2399999999998," We saw the Ukrainian punch in the town of Bucha, where the remains of a Russian armored column"
1194.2399999999998,1202.1599999999999," rusted dead in the street. Neighbors hold up for weeks, emerged to remember what victory looks like."
1202.8799999999999,1207.9199999999998, No one seemed in a hurry to deal with the bits of Russian soldiers in the wreckage.
1208.0800000000002,1216.48," The full story of how the outmaned Ukrainian army stopped the invasion of Kiev will fill history books,"
1216.48,1223.44," but we already know part of it. Because the Russians believe the Kiev would fall in a matter of days,"
1223.44,1230.72," they literally did not bring enough food or fuel for their armored columns. On the other side,"
1230.72,1237.68, the Ukrainians had been trained for years by the California National Guard and other US units.
1238.4,1244.64," When the invasion happened, the United States, Britain and other countries flooded Ukraine"
1244.64,1252.72," with lightweight, shoulder-fired anti-tank missiles. How much difference have American arms made in this war?"
1254.5600000000002,1260.48," They're helping. Frankly speaking, I would have wanted more. I don't know if I have the right to say"
1260.56,1268.72," that, but the fact that the United States has helped a lot is true. Zelensky's man, in charge of"
1268.72,1275.92," arming Ukraine, is chief of staff Andrei Yurmech. When we met, he just finished a two-hour call with"
1275.92,1282.08," US National Security Advisor Jake Sullivan and the chairman of the Joint Chiefs, General Mark Milley."
1282.88,1288.72," Yurmech asked for heavier weapons faster. First, there was artillery."
1288.8,1296.16," The second, we need tanks. We need a military jets. And we need everything which give to us"
1296.16,1303.3600000000001," opportunity to close our sky. When you asked the Biden administration for artillery, tanks,"
1303.3600000000001,1311.3600000000001," jet airplanes, the administration says what? We have very deep and very detailed conversation."
1311.3600000000001,1317.28, This is American presidents who is done for Ukraine more than all other presidents.
1317.84,1326.72, But then you have the war and we are openly set. We need more. It's not enough. We need it as soon
1326.72,1336.8," as possible. If we receive this support in time, we will win. A White House official tells us"
1336.8,1345.04," Yurmech got a yes to his request, but filling orders takes time. The Ukrainians need Russian-made"
1345.04,1351.92, weapons that they already know how to use. The US is cajoling allies to ship their Russian gear
1351.92,1359.68, now on the promise that the US will replace it later. America has thrown in nearly two billion
1359.68,1365.92," dollars in military aid. From the Ukrainian point of view, of course, nothing is fast enough."
1366.6399999999999,1374.32," Russian bombardment is escalating in the east and south. Cities are being shelled to ruin,"
1374.32,1383.84," including Mary Upole, with 450,000 residents. What are you expecting now in the east and in the south?"
1385.28,1390.72, We think this will be a new wave of this war. We don't know how much Russian weaponry there
1390.72,1397.4399999999998," will be, but we understand there'll be many times more than there is now. All depends on how fast"
1397.44,1405.8400000000001," we will be helped by the United States. To be honest, whether we will be able to survive depends"
1405.8400000000001,1411.52," on this. I have 100 percent confidence in our people and in our armed forces,"
1412.24,1417.2, but unfortunately I don't have the confidence that we will be receiving everything we need.
1417.76,1420.48, And so what are you asking of President Biden?
1420.56,1428.72," To tell you the truth, long ago I asked President Biden for very specific items, he has the list."
1431.52,1436.48, President Biden can enter history as the person who stood shoulder to shoulder with the
1436.48,1444.96, Ukrainian people who won and chose the right to have their own country. This also depends on him.
1445.6000000000001,1450.0, You are frustrated with President Biden.
1451.52,1458.48," No, I'm not disappointed. I don't know how another president in his place would help us."
1458.48,1464.56," I don't know. It's difficult. We have a good relationship, I think so at least."
1465.68,1471.68," Ukraine depends on the support of the United States and I as the leader of a country at war,"
1472.5600000000002,1482.24," I can only be grateful. As for the other president at war, we asked Zelensky if he would meet now"
1482.24,1488.48, face to face with Vladimir Putin. He told us it was worth the chance. They wouldn't resolve
1488.48,1492.4," everything Zelensky said, but they might stop the killing."
1493.3600000000001,1497.68, Are you willing to give up any part of Ukraine for peace?
1498.16,1505.52," Overall, we're not ready to give away our country. I think we've already given up a lot of lives,"
1506.24,1513.1200000000001, so we need to stand firm for as long as we can. But this is life. Different things happen.
1513.1200000000001,1514.4, It's negotiable?
1514.4,1519.6000000000001," Well, this issue would definitely be raised in the course of negotiations."
1520.3200000000002,1525.6000000000001, We understand the Russian side. We understand one of their provisions that has always talked about
1525.6,1533.36, is to recognize Crimea as Russian territory. I will definitely not recognize that.
1534.32,1540.08, And they would really like to take the southern parts of our country. I clearly understand that
1540.08,1547.6799999999998, questions like this will be raised in negotiations if there ever are any. But we were not ready to give
1547.6799999999998,1553.52," up our territory from the beginning. Had we been willing to give up our territory, there would have"
1553.52,1559.2," been no war. Mr. President, in almost every speech to your country, you say that Ukraine is going"
1559.2,1568.32," to win. What does winning look like to you? But a more victory. First of all, our people would"
1568.32,1575.36, definitely feel victory. They will come back. The return of refugees is blood for the body of
1575.36,1583.04," Ukraine. Without them, there's nothing. The bombardments would end. We would recover our territory."
1583.52,1590.08," There would be no Russian soldiers in our country. Yes, I understand they will not withdraw from"
1590.08,1596.72," Crimea and will be arguing and negotiating for one territory or another in the south of our country,"
1596.72,1605.44, the Donbass. I know exactly what has to happen after which we can say this is victory. But if you
1605.44,1612.6399999999999," don't mind, I'm not going to talk about it just yet. Mr. President, we wish you all the luck in the"
1612.64,1620.96, world. I need half of it. I think even half will be enough.
1624.3200000000002,1630.16, Voloda Mirzalinsky has borrowed more luck than anyone expected. With the reprieve of
1630.16,1638.64," Kiev, Ukraine has turned mirror admiration into credibility. Its people are suffering grievous"
1638.72,1647.2, loss every hour. But they have proven there was a moment in Kiev when they silenced the guns of Russia.
1653.2,1660.64," Leading from the front, more from President Voloda Mirzalinsky at 60minutesovertime.com."
